food_id,estimate_id,brand,name,menu_item,menu_source_url,menu_source_role,nutrition_status,confidence,modeled_mass_g,notes
FC002289,EST_PH_RESTAURANT_080_V1,Chowking,"Chowking Philippines Beef Chao Fan, rice only (estimate)","Beef Chao Fan, rice only",https://www.chowking.ph/menu/allergen-declaration,IDENTITY_ONLY_NOT_NUTRITION,MODEL_ASSUMPTIONS_NOT_BRAND_FACTS,Low,281,
FC002290,EST_PH_RESTAURANT_081_V1,Chowking,"Chowking Philippines Spicy Chao Fan, rice only (estimate)","Spicy Chao Fan, rice only",https://www.chowking.ph/menu/allergen-declaration,IDENTITY_ONLY_NOT_NUTRITION,MODEL_ASSUMPTIONS_NOT_BRAND_FACTS,Low,288,
FC002291,EST_PH_RESTAURANT_082_V1,Chowking,"Chowking Philippines Chinese-Style Fried Chicken, edible chicken only (estimate)","Chinese-Style Fried Chicken, edible chicken only",https://www.chowking.ph/menu/allergen-declaration,IDENTITY_ONLY_NOT_NUTRITION,MODEL_ASSUMPTIONS_NOT_BRAND_FACTS,Low,103,"Rice, gravy and bones excluded."
FC002292,EST_PH_RESTAURANT_083_V1,Chowking,Chowking Philippines Chunky Asado Siopao (estimate),Chunky Asado Siopao,https://www.chowking.ph/menu/allergen-declaration,IDENTITY_ONLY_NOT_NUTRITION,MODEL_ASSUMPTIONS_NOT_BRAND_FACTS,Low,100,"Generic FNRI pork-filled steamed bun, not exact asado formulation."
FC002293,EST_PH_RESTAURANT_084_V1,Chowking,Chowking Philippines Bola-Bola Siopao (estimate),Bola-Bola Siopao,https://www.chowking.ph/menu/allergen-declaration,IDENTITY_ONLY_NOT_NUTRITION,MODEL_ASSUMPTIONS_NOT_BRAND_FACTS,Low,110,Generic pork bun plus assumed egg addition; actual filling differs.
FC002294,EST_PH_RESTAURANT_085_V1,Chowking,"Chowking Philippines Pork Siomai, no dipping sauce (estimate)","Pork Siomai, no dipping sauce",https://www.chowking.ph/menu/allergen-declaration,IDENTITY_ONLY_NOT_NUTRITION,MODEL_ASSUMPTIONS_NOT_BRAND_FACTS,Low,105,Cooked egg noodles proxy hydrated wrapper; exact wrapper and fat mix unknown.
FC002295,EST_PH_RESTAURANT_086_V1,Chowking,"Chowking Philippines Beef Siomai, no dipping sauce (estimate)","Beef Siomai, no dipping sauce",https://www.chowking.ph/menu/allergen-declaration,IDENTITY_ONLY_NOT_NUTRITION,MODEL_ASSUMPTIONS_NOT_BRAND_FACTS,Low,105,Cooked noodles proxy hydrated wrapper.
FC002296,EST_PH_RESTAURANT_087_V1,Chowking,Chowking Philippines Pancit Canton (estimate),Pancit Canton,https://www.chowking.ph/menu/allergen-declaration,IDENTITY_ONLY_NOT_NUTRITION,MODEL_ASSUMPTIONS_NOT_BRAND_FACTS,Low,100,"US Chinese chicken chow mein is a coarse cooked-noodle proxy, not PH brand analysis."
FC002297,EST_PH_RESTAURANT_088_V1,Chowking,Chowking Philippines Wonton Soup (estimate),Wonton Soup,https://www.chowking.ph/menu/allergen-declaration,IDENTITY_ONLY_NOT_NUTRITION,MODEL_ASSUMPTIONS_NOT_BRAND_FACTS,Low,255.5,Hydrated noodle proxy for wonton wrapper; broth modeled separately.
FC002298,EST_PH_RESTAURANT_089_V1,Chowking,"Chowking Philippines Sweet and Sour Chicken, dish only (estimate)","Sweet and Sour Chicken, dish only",https://www.chowking.ph/menu/allergen-declaration,IDENTITY_ONLY_NOT_NUTRITION,MODEL_ASSUMPTIONS_NOT_BRAND_FACTS,Low,100,US restaurant reference proxy; rice excluded.
FC002299,EST_PH_RESTAURANT_090_V1,Chowking,"Chowking Philippines Sweet and Sour Pork, dish only (estimate)","Sweet and Sour Pork, dish only",https://www.chowking.ph/menu/allergen-declaration,IDENTITY_ONLY_NOT_NUTRITION,MODEL_ASSUMPTIONS_NOT_BRAND_FACTS,Low,100,US restaurant reference proxy; rice excluded.
FC002300,EST_PH_RESTAURANT_091_V1,Chowking,Chowking Philippines Halo-Halo Supreme (estimate),Halo-Halo Supreme,https://www.chowking.ph/menu/allergen-declaration,IDENTITY_ONLY_NOT_NUTRITION,MODEL_ASSUMPTIONS_NOT_BRAND_FACTS,Low,335,
FC002301,EST_PH_RESTAURANT_092_V1,Chowking,Chowking Philippines Chicharap (estimate),Chicharap,https://www.chowking.ph/menu/allergen-declaration,IDENTITY_ONLY_NOT_NUTRITION,MODEL_ASSUMPTIONS_NOT_BRAND_FACTS,Low,100,Generic prawn cracker reference; dipping sauce excluded.
FC002302,EST_PH_RESTAURANT_093_V1,Chowking,Chowking Philippines Lotus Buchi (estimate),Lotus Buchi,https://www.chowking.ph/menu/allergen-declaration,IDENTITY_ONLY_NOT_NUTRITION,MODEL_ASSUMPTIONS_NOT_BRAND_FACTS,Low,100,Generic bean-filled sesame rice ball proxies lotus filling; not exact ingredient match.
FC002303,EST_PH_RESTAURANT_094_V1,Chowking,Chowking Philippines Choco Buchi (estimate),Choco Buchi,https://www.chowking.ph/menu/allergen-declaration,IDENTITY_ONLY_NOT_NUTRITION,MODEL_ASSUMPTIONS_NOT_BRAND_FACTS,Low,100,Generic sesame rice ball and chocolate filling proxy.
FC002304,EST_PH_RESTAURANT_095_V1,Ramen Kuroda,"Ramen Kuroda Philippines Shiro Ramen, noodles pork and broth (estimate)","Shiro Ramen, noodles pork and broth",https://www.kuroda.ph/menu,IDENTITY_ONLY_NOT_NUTRITION,MODEL_ASSUMPTIONS_NOT_BRAND_FACTS,Low,601.5,"Assumed noodles, pork and broth mixture. Water/milk/fat proxy tonkotsu emulsion, not actual ingredients. Includes all modeled broth; no standard bowl weight. Seasoning and fat vary substantially."
FC002305,EST_PH_RESTAURANT_096_V1,Ramen Kuroda,"Ramen Kuroda Philippines Kuro Ramen, noodles pork and broth (estimate)","Kuro Ramen, noodles pork and broth",https://www.kuroda.ph/menu,IDENTITY_ONLY_NOT_NUTRITION,MODEL_ASSUMPTIONS_NOT_BRAND_FACTS,Low,617.5,"Assumed noodles, pork and broth mixture. Water/milk/fat proxy tonkotsu emulsion, not actual ingredients. Includes all modeled broth; no standard bowl weight. Seasoning and fat vary substantially. Garlic/oil proxies black garlic oil."
FC002306,EST_PH_RESTAURANT_097_V1,Ramen Kuroda,"Ramen Kuroda Philippines Aka Ramen, noodles pork and broth (estimate)","Aka Ramen, noodles pork and broth",https://www.kuroda.ph/menu,IDENTITY_ONLY_NOT_NUTRITION,MODEL_ASSUMPTIONS_NOT_BRAND_FACTS,Low,614.5,"Assumed noodles, pork and broth mixture. Water/milk/fat proxy tonkotsu emulsion, not actual ingredients. Includes all modeled broth; no standard bowl weight. Seasoning and fat vary substantially."
FC002307,EST_PH_RESTAURANT_098_V1,Ramen Kuroda,"Ramen Kuroda Philippines Shiro Chashumen, noodles extra pork and broth (estimate)","Shiro Chashumen, noodles extra pork and broth",https://www.kuroda.ph/menu,IDENTITY_ONLY_NOT_NUTRITION,MODEL_ASSUMPTIONS_NOT_BRAND_FACTS,Low,651.5,"Assumed noodles, pork and broth mixture. Water/milk/fat proxy tonkotsu emulsion, not actual ingredients. Includes all modeled broth; no standard bowl weight. Seasoning and fat vary substantially."
FC002308,EST_PH_RESTAURANT_099_V1,Ramen Kuroda,"Ramen Kuroda Philippines Kuro Chashumen, noodles extra pork and broth (estimate)","Kuro Chashumen, noodles extra pork and broth",https://www.kuroda.ph/menu,IDENTITY_ONLY_NOT_NUTRITION,MODEL_ASSUMPTIONS_NOT_BRAND_FACTS,Low,667.5,"Assumed noodles, pork and broth mixture. Water/milk/fat proxy tonkotsu emulsion, not actual ingredients. Includes all modeled broth; no standard bowl weight. Seasoning and fat vary substantially."
FC002309,EST_PH_RESTAURANT_100_V1,Ramen Kuroda,"Ramen Kuroda Philippines Aka Chashumen, noodles extra pork and broth (estimate)","Aka Chashumen, noodles extra pork and broth",https://www.kuroda.ph/menu,IDENTITY_ONLY_NOT_NUTRITION,MODEL_ASSUMPTIONS_NOT_BRAND_FACTS,Low,664.5,"Assumed noodles, pork and broth mixture. Water/milk/fat proxy tonkotsu emulsion, not actual ingredients. Includes all modeled broth; no standard bowl weight. Seasoning and fat vary substantially."
FC002310,EST_PH_RESTAURANT_101_V1,Ramen Kuroda,"Ramen Kuroda Philippines Tan Tan Men, noodles pork and broth (estimate)","Tan Tan Men, noodles pork and broth",https://www.kuroda.ph/menu,IDENTITY_ONLY_NOT_NUTRITION,MODEL_ASSUMPTIONS_NOT_BRAND_FACTS,Low,672.5,"Assumed noodles, pork and broth mixture. Water/milk/fat proxy tonkotsu emulsion, not actual ingredients. Includes all modeled broth; no standard bowl weight. Seasoning and fat vary substantially."
FC002311,EST_PH_RESTAURANT_102_V1,Ramen Kuroda,"Ramen Kuroda Philippines Curry Ramen, noodles pork and broth (estimate)","Curry Ramen, noodles pork and broth",https://www.kuroda.ph/menu,IDENTITY_ONLY_NOT_NUTRITION,MODEL_ASSUMPTIONS_NOT_BRAND_FACTS,Low,656.5,"Assumed noodles, pork and broth mixture. Water/milk/fat proxy tonkotsu emulsion, not actual ingredients. Includes all modeled broth; no standard bowl weight. Seasoning and fat vary substantially."
FC002312,EST_PH_RESTAURANT_103_V1,Ramen Kuroda,"Ramen Kuroda Philippines Chicken Karaage, chicken only (estimate)","Chicken Karaage, chicken only",https://www.kuroda.ph/menu,IDENTITY_ONLY_NOT_NUTRITION,MODEL_ASSUMPTIONS_NOT_BRAND_FACTS,Low,106,Generic fried white meat; exact starch coating and thigh mix unknown.
FC002313,EST_PH_RESTAURANT_104_V1,Ramen Kuroda,"Ramen Kuroda Philippines Chicken Nanban, chicken and sauce (estimate)","Chicken Nanban, chicken and sauce",https://www.kuroda.ph/menu,IDENTITY_ONLY_NOT_NUTRITION,MODEL_ASSUMPTIONS_NOT_BRAND_FACTS,Low,168,Assumed tartar-style mayonnaise and sweet sauce; rice excluded.
FC002314,EST_PH_RESTAURANT_105_V1,Ramen Kuroda,"Ramen Kuroda Philippines Gyoza, no dipping sauce (estimate)","Gyoza, no dipping sauce",https://www.kuroda.ph/menu,IDENTITY_ONLY_NOT_NUTRITION,MODEL_ASSUMPTIONS_NOT_BRAND_FACTS,Low,108,Cooked noodles proxy hydrated wrapper; assumed retained pan-frying oil.
FC002315,EST_PH_RESTAURANT_106_V1,Ramen Kuroda,"Ramen Kuroda Philippines Teriyaki Chicken, chicken and sauce only (estimate)","Teriyaki Chicken, chicken and sauce only",https://www.kuroda.ph/menu,IDENTITY_ONLY_NOT_NUTRITION,MODEL_ASSUMPTIONS_NOT_BRAND_FACTS,Low,120,Rice excluded; cooked chicken and assumed teriyaki sauce.
FC002316,EST_PH_RESTAURANT_107_V1,Ramen Nagi,"Ramen Nagi Philippines Butao Original King, noodles pork and broth (estimate)","Butao Original King, noodles pork and broth",https://n-nagi.com/english/,IDENTITY_ONLY_NOT_NUTRITION,MODEL_ASSUMPTIONS_NOT_BRAND_FACTS,Low,601.5,"Assumed noodles, pork and broth mixture. Water/milk/fat proxy tonkotsu emulsion, not actual ingredients. Includes all modeled broth; no standard bowl weight. Seasoning and fat vary substantially. Customizations, extra noodles and optional toppings excluded."
FC002317,EST_PH_RESTAURANT_108_V1,Ramen Nagi,"Ramen Nagi Philippines Akao Red King, noodles pork and broth (estimate)","Akao Red King, noodles pork and broth",https://n-nagi.com/english/,IDENTITY_ONLY_NOT_NUTRITION,MODEL_ASSUMPTIONS_NOT_BRAND_FACTS,Low,669.5,"Assumed noodles, pork and broth mixture. Water/milk/fat proxy tonkotsu emulsion, not actual ingredients. Includes all modeled broth; no standard bowl weight. Seasoning and fat vary substantially. Miso pork and chili additions assumed."
FC002318,EST_PH_RESTAURANT_109_V1,Ramen Nagi,"Ramen Nagi Philippines Kuroo Black King, noodles pork and broth (estimate)","Kuroo Black King, noodles pork and broth",https://n-nagi.com/english/,IDENTITY_ONLY_NOT_NUTRITION,MODEL_ASSUMPTIONS_NOT_BRAND_FACTS,Low,667.5,"Assumed noodles, pork and broth mixture. Water/milk/fat proxy tonkotsu emulsion, not actual ingredients. Includes all modeled broth; no standard bowl weight. Seasoning and fat vary substantially. Squid meat is a poor nutrient proxy for small ink quantity; exact ink unavailable."
FC002319,EST_PH_RESTAURANT_110_V1,Ramen Nagi,"Ramen Nagi Philippines Midorio Green King, noodles pork and broth (estimate)","Midorio Green King, noodles pork and broth",https://n-nagi.com/english/,IDENTITY_ONLY_NOT_NUTRITION,MODEL_ASSUMPTIONS_NOT_BRAND_FACTS,Low,636.5,"Assumed noodles, pork and broth mixture. Water/milk/fat proxy tonkotsu emulsion, not actual ingredients. Includes all modeled broth; no standard bowl weight. Seasoning and fat vary substantially. Corn oil proxies olive oil; basil and parmesan additions assumed."
