estimate_id,input_name,input_value,unit,source_food_id,source_url,input_status,notes
EST_PH_DISH_012_V1,ingredient_edible_grams:FC000272,150,g edible component in linked preparation,FC000272,https://i.fnri.dost.gov.ph/fct/library/report/3512,ASSUMED_RECIPE_WEIGHT,Weight is model-assumed; nutrient values are source-backed. See recipe-ingredients.csv for frozen nutrient inputs.
EST_PH_DISH_012_V1,ingredient_edible_grams:FC000275,100,g edible component in linked preparation,FC000275,https://i.fnri.dost.gov.ph/fct/library/report/3522,ASSUMED_RECIPE_WEIGHT,Weight is model-assumed; nutrient values are source-backed. See recipe-ingredients.csv for frozen nutrient inputs.
EST_PH_DISH_012_V1,ingredient_edible_grams:FC000262,100,g edible component in linked preparation,FC000262,https://i.fnri.dost.gov.ph/fct/library/report/3419,ASSUMED_RECIPE_WEIGHT,Weight is model-assumed; nutrient values are source-backed. See recipe-ingredients.csv for frozen nutrient inputs.
EST_PH_DISH_012_V1,ingredient_edible_grams:FC000100,25,g edible component in linked preparation,FC000100,https://i.fnri.dost.gov.ph/fct/library/report/4334,ASSUMED_RECIPE_WEIGHT,Weight is model-assumed; nutrient values are source-backed. See recipe-ingredients.csv for frozen nutrient inputs.
EST_PH_DISH_012_V1,ingredient_edible_grams:FC001237,1000,g edible component in linked preparation,FC001237,https://fdc.nal.usda.gov/food-details/173647/nutrients,ASSUMED_RECIPE_WEIGHT,Weight is model-assumed; nutrient values are source-backed. See recipe-ingredients.csv for frozen nutrient inputs.
EST_PH_DISH_012_V1,modeled_final_edible_mass,2005,g,PH_DISH_012,,ASSUMED_MASS_BALANCE,Sum of the stated component masses; no measured cooking yield or household portion.
EST_PH_DISH_013_V1,ingredient_edible_grams:FC000376,400,g edible component in linked preparation,FC000376,https://i.fnri.dost.gov.ph/fct/library/report/3743,ASSUMED_RECIPE_WEIGHT,Weight is model-assumed; nutrient values are source-backed. See recipe-ingredients.csv for frozen nutrient inputs.
EST_PH_DISH_013_V1,ingredient_edible_grams:FC000252,300,g edible component in linked preparation,FC000252,https://i.fnri.dost.gov.ph/fct/library/report/3315,ASSUMED_RECIPE_WEIGHT,Weight is model-assumed; nutrient values are source-backed. See recipe-ingredients.csv for frozen nutrient inputs.
EST_PH_DISH_013_V1,ingredient_edible_grams:FC000199,250,g edible component in linked preparation,FC000199,https://i.fnri.dost.gov.ph/fct/library/report/3175,ASSUMED_RECIPE_WEIGHT,Weight is model-assumed; nutrient values are source-backed. See recipe-ingredients.csv for frozen nutrient inputs.
EST_PH_DISH_013_V1,ingredient_edible_grams:FC000333,80,g edible component in linked preparation,FC000333,https://i.fnri.dost.gov.ph/fct/library/report/3421,ASSUMED_RECIPE_WEIGHT,Weight is model-assumed; nutrient values are source-backed. See recipe-ingredients.csv for frozen nutrient inputs.
EST_PH_DISH_013_V1,ingredient_edible_grams:FC000100,25,g edible component in linked preparation,FC000100,https://i.fnri.dost.gov.ph/fct/library/report/4334,ASSUMED_RECIPE_WEIGHT,Weight is model-assumed; nutrient values are source-backed. See recipe-ingredients.csv for frozen nutrient inputs.
EST_PH_DISH_013_V1,ingredient_edible_grams:FC001237,1000,g edible component in linked preparation,FC001237,https://fdc.nal.usda.gov/food-details/173647/nutrients,ASSUMED_RECIPE_WEIGHT,Weight is model-assumed; nutrient values are source-backed. See recipe-ingredients.csv for frozen nutrient inputs.
EST_PH_DISH_013_V1,modeled_final_edible_mass,2055,g,PH_DISH_013,,ASSUMED_MASS_BALANCE,Sum of the stated component masses; no measured cooking yield or household portion.
EST_PH_DISH_014_V1,ingredient_edible_grams:FC000388,400,g edible component in linked preparation,FC000388,https://i.fnri.dost.gov.ph/fct/library/report/3865,ASSUMED_RECIPE_WEIGHT,Weight is model-assumed; nutrient values are source-backed. See recipe-ingredients.csv for frozen nutrient inputs.
EST_PH_DISH_014_V1,ingredient_edible_grams:FC000143,300,g edible component in linked preparation,FC000143,https://fdc.nal.usda.gov/food-details/170391/nutrients,ASSUMED_RECIPE_WEIGHT,Weight is model-assumed; nutrient values are source-backed. See recipe-ingredients.csv for frozen nutrient inputs.
EST_PH_DISH_014_V1,ingredient_edible_grams:FC000199,250,g edible component in linked preparation,FC000199,https://i.fnri.dost.gov.ph/fct/library/report/3175,ASSUMED_RECIPE_WEIGHT,Weight is model-assumed; nutrient values are source-backed. See recipe-ingredients.csv for frozen nutrient inputs.
EST_PH_DISH_014_V1,ingredient_edible_grams:FC000333,80,g edible component in linked preparation,FC000333,https://i.fnri.dost.gov.ph/fct/library/report/3421,ASSUMED_RECIPE_WEIGHT,Weight is model-assumed; nutrient values are source-backed. See recipe-ingredients.csv for frozen nutrient inputs.
EST_PH_DISH_014_V1,ingredient_edible_grams:FC000100,25,g edible component in linked preparation,FC000100,https://i.fnri.dost.gov.ph/fct/library/report/4334,ASSUMED_RECIPE_WEIGHT,Weight is model-assumed; nutrient values are source-backed. See recipe-ingredients.csv for frozen nutrient inputs.
EST_PH_DISH_014_V1,ingredient_edible_grams:FC001237,1000,g edible component in linked preparation,FC001237,https://fdc.nal.usda.gov/food-details/173647/nutrients,ASSUMED_RECIPE_WEIGHT,Weight is model-assumed; nutrient values are source-backed. See recipe-ingredients.csv for frozen nutrient inputs.
EST_PH_DISH_014_V1,modeled_final_edible_mass,2055,g,PH_DISH_014,,ASSUMED_MASS_BALANCE,Sum of the stated component masses; no measured cooking yield or household portion.
EST_PH_DISH_015_V1,ingredient_edible_grams:FC000021,500,g edible component in linked preparation,FC000021,https://i.fnri.dost.gov.ph/fct/library/report/3238,ASSUMED_RECIPE_WEIGHT,Weight is model-assumed; nutrient values are source-backed. See recipe-ingredients.csv for frozen nutrient inputs.
EST_PH_DISH_015_V1,ingredient_edible_grams:FC000257,100,g edible component in linked preparation,FC000257,https://i.fnri.dost.gov.ph/fct/library/report/3374,ASSUMED_RECIPE_WEIGHT,Weight is model-assumed; nutrient values are source-backed. See recipe-ingredients.csv for frozen nutrient inputs.
EST_PH_DISH_015_V1,ingredient_edible_grams:FC000280,150,g edible component in linked preparation,FC000280,https://i.fnri.dost.gov.ph/fct/library/report/3537,ASSUMED_RECIPE_WEIGHT,Weight is model-assumed; nutrient values are source-backed. See recipe-ingredients.csv for frozen nutrient inputs.
EST_PH_DISH_015_V1,ingredient_edible_grams:FC000333,70,g edible component in linked preparation,FC000333,https://i.fnri.dost.gov.ph/fct/library/report/3421,ASSUMED_RECIPE_WEIGHT,Weight is model-assumed; nutrient values are source-backed. See recipe-ingredients.csv for frozen nutrient inputs.
EST_PH_DISH_015_V1,ingredient_edible_grams:FC000070,15,g edible component in linked preparation,FC000070,https://i.fnri.dost.gov.ph/fct/library/report/3363,ASSUMED_RECIPE_WEIGHT,Weight is model-assumed; nutrient values are source-backed. See recipe-ingredients.csv for frozen nutrient inputs.
EST_PH_DISH_015_V1,ingredient_edible_grams:FC000098,20,g edible component in linked preparation,FC000098,https://i.fnri.dost.gov.ph/fct/library/report/4268,ASSUMED_RECIPE_WEIGHT,Weight is model-assumed; nutrient values are source-backed. See recipe-ingredients.csv for frozen nutrient inputs.
EST_PH_DISH_015_V1,ingredient_edible_grams:FC000612,3,g edible component in linked preparation,FC000612,https://i.fnri.dost.gov.ph/fct/library/report/4342,ASSUMED_RECIPE_WEIGHT,Weight is model-assumed; nutrient values are source-backed. See recipe-ingredients.csv for frozen nutrient inputs.
EST_PH_DISH_015_V1,ingredient_edible_grams:FC001237,300,g edible component in linked preparation,FC001237,https://fdc.nal.usda.gov/food-details/173647/nutrients,ASSUMED_RECIPE_WEIGHT,Weight is model-assumed; nutrient values are source-backed. See recipe-ingredients.csv for frozen nutrient inputs.
EST_PH_DISH_015_V1,modeled_final_edible_mass,1158,g,PH_DISH_015,,ASSUMED_MASS_BALANCE,Sum of the stated component masses; no measured cooking yield or household portion.
EST_PH_DISH_016_V1,ingredient_edible_grams:FC000021,500,g edible component in linked preparation,FC000021,https://i.fnri.dost.gov.ph/fct/library/report/3238,ASSUMED_RECIPE_WEIGHT,Weight is model-assumed; nutrient values are source-backed. See recipe-ingredients.csv for frozen nutrient inputs.
EST_PH_DISH_016_V1,ingredient_edible_grams:FC000384,150,g edible component in linked preparation,FC000384,https://i.fnri.dost.gov.ph/fct/library/report/3858,ASSUMED_RECIPE_WEIGHT,Weight is model-assumed; nutrient values are source-backed. See recipe-ingredients.csv for frozen nutrient inputs.
EST_PH_DISH_016_V1,ingredient_edible_grams:FC000257,100,g edible component in linked preparation,FC000257,https://i.fnri.dost.gov.ph/fct/library/report/3374,ASSUMED_RECIPE_WEIGHT,Weight is model-assumed; nutrient values are source-backed. See recipe-ingredients.csv for frozen nutrient inputs.
EST_PH_DISH_016_V1,ingredient_edible_grams:FC000280,150,g edible component in linked preparation,FC000280,https://i.fnri.dost.gov.ph/fct/library/report/3537,ASSUMED_RECIPE_WEIGHT,Weight is model-assumed; nutrient values are source-backed. See recipe-ingredients.csv for frozen nutrient inputs.
EST_PH_DISH_016_V1,ingredient_edible_grams:FC000333,70,g edible component in linked preparation,FC000333,https://i.fnri.dost.gov.ph/fct/library/report/3421,ASSUMED_RECIPE_WEIGHT,Weight is model-assumed; nutrient values are source-backed. See recipe-ingredients.csv for frozen nutrient inputs.
EST_PH_DISH_016_V1,ingredient_edible_grams:FC000070,15,g edible component in linked preparation,FC000070,https://i.fnri.dost.gov.ph/fct/library/report/3363,ASSUMED_RECIPE_WEIGHT,Weight is model-assumed; nutrient values are source-backed. See recipe-ingredients.csv for frozen nutrient inputs.
EST_PH_DISH_016_V1,ingredient_edible_grams:FC000100,20,g edible component in linked preparation,FC000100,https://i.fnri.dost.gov.ph/fct/library/report/4334,ASSUMED_RECIPE_WEIGHT,Weight is model-assumed; nutrient values are source-backed. See recipe-ingredients.csv for frozen nutrient inputs.
EST_PH_DISH_016_V1,ingredient_edible_grams:FC000098,10,g edible component in linked preparation,FC000098,https://i.fnri.dost.gov.ph/fct/library/report/4268,ASSUMED_RECIPE_WEIGHT,Weight is model-assumed; nutrient values are source-backed. See recipe-ingredients.csv for frozen nutrient inputs.
EST_PH_DISH_016_V1,ingredient_edible_grams:FC001237,300,g edible component in linked preparation,FC001237,https://fdc.nal.usda.gov/food-details/173647/nutrients,ASSUMED_RECIPE_WEIGHT,Weight is model-assumed; nutrient values are source-backed. See recipe-ingredients.csv for frozen nutrient inputs.
EST_PH_DISH_016_V1,modeled_final_edible_mass,1315,g,PH_DISH_016,,ASSUMED_MASS_BALANCE,Sum of the stated component masses; no measured cooking yield or household portion.
EST_PH_DISH_017_V1,ingredient_edible_grams:FC000021,500,g edible component in linked preparation,FC000021,https://i.fnri.dost.gov.ph/fct/library/report/3238,ASSUMED_RECIPE_WEIGHT,Weight is model-assumed; nutrient values are source-backed. See recipe-ingredients.csv for frozen nutrient inputs.
EST_PH_DISH_017_V1,ingredient_edible_grams:FC000454,150,g edible component in linked preparation,FC000454,https://i.fnri.dost.gov.ph/fct/library/report/4094,ASSUMED_RECIPE_WEIGHT,Weight is model-assumed; nutrient values are source-backed. See recipe-ingredients.csv for frozen nutrient inputs.
EST_PH_DISH_017_V1,ingredient_edible_grams:FC000257,100,g edible component in linked preparation,FC000257,https://i.fnri.dost.gov.ph/fct/library/report/3374,ASSUMED_RECIPE_WEIGHT,Weight is model-assumed; nutrient values are source-backed. See recipe-ingredients.csv for frozen nutrient inputs.
EST_PH_DISH_017_V1,ingredient_edible_grams:FC000280,150,g edible component in linked preparation,FC000280,https://i.fnri.dost.gov.ph/fct/library/report/3537,ASSUMED_RECIPE_WEIGHT,Weight is model-assumed; nutrient values are source-backed. See recipe-ingredients.csv for frozen nutrient inputs.
EST_PH_DISH_017_V1,ingredient_edible_grams:FC000333,70,g edible component in linked preparation,FC000333,https://i.fnri.dost.gov.ph/fct/library/report/3421,ASSUMED_RECIPE_WEIGHT,Weight is model-assumed; nutrient values are source-backed. See recipe-ingredients.csv for frozen nutrient inputs.
EST_PH_DISH_017_V1,ingredient_edible_grams:FC000070,15,g edible component in linked preparation,FC000070,https://i.fnri.dost.gov.ph/fct/library/report/3363,ASSUMED_RECIPE_WEIGHT,Weight is model-assumed; nutrient values are source-backed. See recipe-ingredients.csv for frozen nutrient inputs.
EST_PH_DISH_017_V1,ingredient_edible_grams:FC000100,20,g edible component in linked preparation,FC000100,https://i.fnri.dost.gov.ph/fct/library/report/4334,ASSUMED_RECIPE_WEIGHT,Weight is model-assumed; nutrient values are source-backed. See recipe-ingredients.csv for frozen nutrient inputs.
EST_PH_DISH_017_V1,ingredient_edible_grams:FC000098,15,g edible component in linked preparation,FC000098,https://i.fnri.dost.gov.ph/fct/library/report/4268,ASSUMED_RECIPE_WEIGHT,Weight is model-assumed; nutrient values are source-backed. See recipe-ingredients.csv for frozen nutrient inputs.
EST_PH_DISH_017_V1,ingredient_edible_grams:FC001237,300,g edible component in linked preparation,FC001237,https://fdc.nal.usda.gov/food-details/173647/nutrients,ASSUMED_RECIPE_WEIGHT,Weight is model-assumed; nutrient values are source-backed. See recipe-ingredients.csv for frozen nutrient inputs.
EST_PH_DISH_017_V1,modeled_final_edible_mass,1320,g,PH_DISH_017,,ASSUMED_MASS_BALANCE,Sum of the stated component masses; no measured cooking yield or household portion.
EST_PH_DISH_018_V1,ingredient_edible_grams:FC000021,500,g edible component in linked preparation,FC000021,https://i.fnri.dost.gov.ph/fct/library/report/3238,ASSUMED_RECIPE_WEIGHT,Weight is model-assumed; nutrient values are source-backed. See recipe-ingredients.csv for frozen nutrient inputs.
EST_PH_DISH_018_V1,ingredient_edible_grams:FC000108,200,g edible component in linked preparation,FC000108,https://i.fnri.dost.gov.ph/fct/library/report/4183,ASSUMED_RECIPE_WEIGHT,Weight is model-assumed; nutrient values are source-backed. See recipe-ingredients.csv for frozen nutrient inputs.
EST_PH_DISH_018_V1,ingredient_edible_grams:FC000257,100,g edible component in linked preparation,FC000257,https://i.fnri.dost.gov.ph/fct/library/report/3374,ASSUMED_RECIPE_WEIGHT,Weight is model-assumed; nutrient values are source-backed. See recipe-ingredients.csv for frozen nutrient inputs.
EST_PH_DISH_018_V1,ingredient_edible_grams:FC000280,100,g edible component in linked preparation,FC000280,https://i.fnri.dost.gov.ph/fct/library/report/3537,ASSUMED_RECIPE_WEIGHT,Weight is model-assumed; nutrient values are source-backed. See recipe-ingredients.csv for frozen nutrient inputs.
EST_PH_DISH_018_V1,ingredient_edible_grams:FC000333,70,g edible component in linked preparation,FC000333,https://i.fnri.dost.gov.ph/fct/library/report/3421,ASSUMED_RECIPE_WEIGHT,Weight is model-assumed; nutrient values are source-backed. See recipe-ingredients.csv for frozen nutrient inputs.
EST_PH_DISH_018_V1,ingredient_edible_grams:FC000070,15,g edible component in linked preparation,FC000070,https://i.fnri.dost.gov.ph/fct/library/report/3363,ASSUMED_RECIPE_WEIGHT,Weight is model-assumed; nutrient values are source-backed. See recipe-ingredients.csv for frozen nutrient inputs.
EST_PH_DISH_018_V1,ingredient_edible_grams:FC000098,15,g edible component in linked preparation,FC000098,https://i.fnri.dost.gov.ph/fct/library/report/4268,ASSUMED_RECIPE_WEIGHT,Weight is model-assumed; nutrient values are source-backed. See recipe-ingredients.csv for frozen nutrient inputs.
EST_PH_DISH_018_V1,ingredient_edible_grams:FC001237,300,g edible component in linked preparation,FC001237,https://fdc.nal.usda.gov/food-details/173647/nutrients,ASSUMED_RECIPE_WEIGHT,Weight is model-assumed; nutrient values are source-backed. See recipe-ingredients.csv for frozen nutrient inputs.
EST_PH_DISH_018_V1,modeled_final_edible_mass,1300,g,PH_DISH_018,,ASSUMED_MASS_BALANCE,Sum of the stated component masses; no measured cooking yield or household portion.
EST_PH_DISH_019_V1,ingredient_edible_grams:FC000270,250,g edible component in linked preparation,FC000270,https://i.fnri.dost.gov.ph/fct/library/report/3505,ASSUMED_RECIPE_WEIGHT,Weight is model-assumed; nutrient values are source-backed. See recipe-ingredients.csv for frozen nutrient inputs.
EST_PH_DISH_019_V1,ingredient_edible_grams:FC000256,200,g edible component in linked preparation,FC000256,https://i.fnri.dost.gov.ph/fct/library/report/3353,ASSUMED_RECIPE_WEIGHT,Weight is model-assumed; nutrient values are source-backed. See recipe-ingredients.csv for frozen nutrient inputs.
EST_PH_DISH_019_V1,ingredient_edible_grams:FC000272,150,g edible component in linked preparation,FC000272,https://i.fnri.dost.gov.ph/fct/library/report/3512,ASSUMED_RECIPE_WEIGHT,Weight is model-assumed; nutrient values are source-backed. See recipe-ingredients.csv for frozen nutrient inputs.
EST_PH_DISH_019_V1,ingredient_edible_grams:FC000262,150,g edible component in linked preparation,FC000262,https://i.fnri.dost.gov.ph/fct/library/report/3419,ASSUMED_RECIPE_WEIGHT,Weight is model-assumed; nutrient values are source-backed. See recipe-ingredients.csv for frozen nutrient inputs.
EST_PH_DISH_019_V1,ingredient_edible_grams:FC000250,100,g edible component in linked preparation,FC000250,https://i.fnri.dost.gov.ph/fct/library/report/3298,ASSUMED_RECIPE_WEIGHT,Weight is model-assumed; nutrient values are source-backed. See recipe-ingredients.csv for frozen nutrient inputs.
EST_PH_DISH_019_V1,ingredient_edible_grams:FC000280,100,g edible component in linked preparation,FC000280,https://i.fnri.dost.gov.ph/fct/library/report/3537,ASSUMED_RECIPE_WEIGHT,Weight is model-assumed; nutrient values are source-backed. See recipe-ingredients.csv for frozen nutrient inputs.
EST_PH_DISH_019_V1,ingredient_edible_grams:FC000333,60,g edible component in linked preparation,FC000333,https://i.fnri.dost.gov.ph/fct/library/report/3421,ASSUMED_RECIPE_WEIGHT,Weight is model-assumed; nutrient values are source-backed. See recipe-ingredients.csv for frozen nutrient inputs.
EST_PH_DISH_019_V1,ingredient_edible_grams:FC000070,15,g edible component in linked preparation,FC000070,https://i.fnri.dost.gov.ph/fct/library/report/3363,ASSUMED_RECIPE_WEIGHT,Weight is model-assumed; nutrient values are source-backed. See recipe-ingredients.csv for frozen nutrient inputs.
EST_PH_DISH_019_V1,ingredient_edible_grams:FC001216,40,g edible component in linked preparation,FC001216,https://i.fnri.dost.gov.ph/fct/library/report/4354,ASSUMED_RECIPE_WEIGHT,Weight is model-assumed; nutrient values are source-backed. See recipe-ingredients.csv for frozen nutrient inputs.
EST_PH_DISH_019_V1,ingredient_edible_grams:FC000098,20,g edible component in linked preparation,FC000098,https://i.fnri.dost.gov.ph/fct/library/report/4268,ASSUMED_RECIPE_WEIGHT,Weight is model-assumed; nutrient values are source-backed. See recipe-ingredients.csv for frozen nutrient inputs.
EST_PH_DISH_019_V1,ingredient_edible_grams:FC001237,150,g edible component in linked preparation,FC001237,https://fdc.nal.usda.gov/food-details/173647/nutrients,ASSUMED_RECIPE_WEIGHT,Weight is model-assumed; nutrient values are source-backed. See recipe-ingredients.csv for frozen nutrient inputs.
EST_PH_DISH_019_V1,modeled_final_edible_mass,1235,g,PH_DISH_019,,ASSUMED_MASS_BALANCE,Sum of the stated component masses; no measured cooking yield or household portion.
EST_PH_DISH_020_V1,ingredient_edible_grams:FC000270,250,g edible component in linked preparation,FC000270,https://i.fnri.dost.gov.ph/fct/library/report/3505,ASSUMED_RECIPE_WEIGHT,Weight is model-assumed; nutrient values are source-backed. See recipe-ingredients.csv for frozen nutrient inputs.
EST_PH_DISH_020_V1,ingredient_edible_grams:FC000256,200,g edible component in linked preparation,FC000256,https://i.fnri.dost.gov.ph/fct/library/report/3353,ASSUMED_RECIPE_WEIGHT,Weight is model-assumed; nutrient values are source-backed. See recipe-ingredients.csv for frozen nutrient inputs.
EST_PH_DISH_020_V1,ingredient_edible_grams:FC000272,150,g edible component in linked preparation,FC000272,https://i.fnri.dost.gov.ph/fct/library/report/3512,ASSUMED_RECIPE_WEIGHT,Weight is model-assumed; nutrient values are source-backed. See recipe-ingredients.csv for frozen nutrient inputs.
EST_PH_DISH_020_V1,ingredient_edible_grams:FC000262,150,g edible component in linked preparation,FC000262,https://i.fnri.dost.gov.ph/fct/library/report/3419,ASSUMED_RECIPE_WEIGHT,Weight is model-assumed; nutrient values are source-backed. See recipe-ingredients.csv for frozen nutrient inputs.
EST_PH_DISH_020_V1,ingredient_edible_grams:FC000250,100,g edible component in linked preparation,FC000250,https://i.fnri.dost.gov.ph/fct/library/report/3298,ASSUMED_RECIPE_WEIGHT,Weight is model-assumed; nutrient values are source-backed. See recipe-ingredients.csv for frozen nutrient inputs.
EST_PH_DISH_020_V1,ingredient_edible_grams:FC000280,100,g edible component in linked preparation,FC000280,https://i.fnri.dost.gov.ph/fct/library/report/3537,ASSUMED_RECIPE_WEIGHT,Weight is model-assumed; nutrient values are source-backed. See recipe-ingredients.csv for frozen nutrient inputs.
EST_PH_DISH_020_V1,ingredient_edible_grams:FC000333,60,g edible component in linked preparation,FC000333,https://i.fnri.dost.gov.ph/fct/library/report/3421,ASSUMED_RECIPE_WEIGHT,Weight is model-assumed; nutrient values are source-backed. See recipe-ingredients.csv for frozen nutrient inputs.
EST_PH_DISH_020_V1,ingredient_edible_grams:FC000070,15,g edible component in linked preparation,FC000070,https://i.fnri.dost.gov.ph/fct/library/report/3363,ASSUMED_RECIPE_WEIGHT,Weight is model-assumed; nutrient values are source-backed. See recipe-ingredients.csv for frozen nutrient inputs.
EST_PH_DISH_020_V1,ingredient_edible_grams:FC001216,40,g edible component in linked preparation,FC001216,https://i.fnri.dost.gov.ph/fct/library/report/4354,ASSUMED_RECIPE_WEIGHT,Weight is model-assumed; nutrient values are source-backed. See recipe-ingredients.csv for frozen nutrient inputs.
EST_PH_DISH_020_V1,ingredient_edible_grams:FC000384,200,g edible component in linked preparation,FC000384,https://i.fnri.dost.gov.ph/fct/library/report/3858,ASSUMED_RECIPE_WEIGHT,Weight is model-assumed; nutrient values are source-backed. See recipe-ingredients.csv for frozen nutrient inputs.
EST_PH_DISH_020_V1,ingredient_edible_grams:FC000098,10,g edible component in linked preparation,FC000098,https://i.fnri.dost.gov.ph/fct/library/report/4268,ASSUMED_RECIPE_WEIGHT,Weight is model-assumed; nutrient values are source-backed. See recipe-ingredients.csv for frozen nutrient inputs.
EST_PH_DISH_020_V1,ingredient_edible_grams:FC001237,150,g edible component in linked preparation,FC001237,https://fdc.nal.usda.gov/food-details/173647/nutrients,ASSUMED_RECIPE_WEIGHT,Weight is model-assumed; nutrient values are source-backed. See recipe-ingredients.csv for frozen nutrient inputs.
EST_PH_DISH_020_V1,modeled_final_edible_mass,1425,g,PH_DISH_020,,ASSUMED_MASS_BALANCE,Sum of the stated component masses; no measured cooking yield or household portion.
EST_PH_DISH_021_V1,ingredient_edible_grams:FC000270,400,g edible component in linked preparation,FC000270,https://i.fnri.dost.gov.ph/fct/library/report/3505,ASSUMED_RECIPE_WEIGHT,Weight is model-assumed; nutrient values are source-backed. See recipe-ingredients.csv for frozen nutrient inputs.
EST_PH_DISH_021_V1,ingredient_edible_grams:FC000272,300,g edible component in linked preparation,FC000272,https://i.fnri.dost.gov.ph/fct/library/report/3512,ASSUMED_RECIPE_WEIGHT,Weight is model-assumed; nutrient values are source-backed. See recipe-ingredients.csv for frozen nutrient inputs.
EST_PH_DISH_021_V1,ingredient_edible_grams:FC000097,300,g edible component in linked preparation,FC000097,https://i.fnri.dost.gov.ph/fct/library/report/4262,ASSUMED_RECIPE_WEIGHT,Weight is model-assumed; nutrient values are source-backed. See recipe-ingredients.csv for frozen nutrient inputs.
EST_PH_DISH_021_V1,ingredient_edible_grams:FC000333,60,g edible component in linked preparation,FC000333,https://i.fnri.dost.gov.ph/fct/library/report/3421,ASSUMED_RECIPE_WEIGHT,Weight is model-assumed; nutrient values are source-backed. See recipe-ingredients.csv for frozen nutrient inputs.
EST_PH_DISH_021_V1,ingredient_edible_grams:FC000070,15,g edible component in linked preparation,FC000070,https://i.fnri.dost.gov.ph/fct/library/report/3363,ASSUMED_RECIPE_WEIGHT,Weight is model-assumed; nutrient values are source-backed. See recipe-ingredients.csv for frozen nutrient inputs.
EST_PH_DISH_021_V1,ingredient_edible_grams:FC000317,15,g edible component in linked preparation,FC000317,https://i.fnri.dost.gov.ph/fct/library/report/5005,ASSUMED_RECIPE_WEIGHT,Weight is model-assumed; nutrient values are source-backed. See recipe-ingredients.csv for frozen nutrient inputs.
EST_PH_DISH_021_V1,ingredient_edible_grams:FC000612,3,g edible component in linked preparation,FC000612,https://i.fnri.dost.gov.ph/fct/library/report/4342,ASSUMED_RECIPE_WEIGHT,Weight is model-assumed; nutrient values are source-backed. See recipe-ingredients.csv for frozen nutrient inputs.
EST_PH_DISH_021_V1,ingredient_edible_grams:FC001237,150,g edible component in linked preparation,FC001237,https://fdc.nal.usda.gov/food-details/173647/nutrients,ASSUMED_RECIPE_WEIGHT,Weight is model-assumed; nutrient values are source-backed. See recipe-ingredients.csv for frozen nutrient inputs.
EST_PH_DISH_021_V1,modeled_final_edible_mass,1243,g,PH_DISH_021,,ASSUMED_MASS_BALANCE,Sum of the stated component masses; no measured cooking yield or household portion.
EST_PH_DISH_022_V1,ingredient_edible_grams:FC000270,400,g edible component in linked preparation,FC000270,https://i.fnri.dost.gov.ph/fct/library/report/3505,ASSUMED_RECIPE_WEIGHT,Weight is model-assumed; nutrient values are source-backed. See recipe-ingredients.csv for frozen nutrient inputs.
EST_PH_DISH_022_V1,ingredient_edible_grams:FC000272,300,g edible component in linked preparation,FC000272,https://i.fnri.dost.gov.ph/fct/library/report/3512,ASSUMED_RECIPE_WEIGHT,Weight is model-assumed; nutrient values are source-backed. See recipe-ingredients.csv for frozen nutrient inputs.
EST_PH_DISH_022_V1,ingredient_edible_grams:FC000454,200,g edible component in linked preparation,FC000454,https://i.fnri.dost.gov.ph/fct/library/report/4094,ASSUMED_RECIPE_WEIGHT,Weight is model-assumed; nutrient values are source-backed. See recipe-ingredients.csv for frozen nutrient inputs.
EST_PH_DISH_022_V1,ingredient_edible_grams:FC000097,300,g edible component in linked preparation,FC000097,https://i.fnri.dost.gov.ph/fct/library/report/4262,ASSUMED_RECIPE_WEIGHT,Weight is model-assumed; nutrient values are source-backed. See recipe-ingredients.csv for frozen nutrient inputs.
EST_PH_DISH_022_V1,ingredient_edible_grams:FC000333,60,g edible component in linked preparation,FC000333,https://i.fnri.dost.gov.ph/fct/library/report/3421,ASSUMED_RECIPE_WEIGHT,Weight is model-assumed; nutrient values are source-backed. See recipe-ingredients.csv for frozen nutrient inputs.
EST_PH_DISH_022_V1,ingredient_edible_grams:FC000070,15,g edible component in linked preparation,FC000070,https://i.fnri.dost.gov.ph/fct/library/report/3363,ASSUMED_RECIPE_WEIGHT,Weight is model-assumed; nutrient values are source-backed. See recipe-ingredients.csv for frozen nutrient inputs.
EST_PH_DISH_022_V1,ingredient_edible_grams:FC000317,15,g edible component in linked preparation,FC000317,https://i.fnri.dost.gov.ph/fct/library/report/5005,ASSUMED_RECIPE_WEIGHT,Weight is model-assumed; nutrient values are source-backed. See recipe-ingredients.csv for frozen nutrient inputs.
EST_PH_DISH_022_V1,ingredient_edible_grams:FC000100,20,g edible component in linked preparation,FC000100,https://i.fnri.dost.gov.ph/fct/library/report/4334,ASSUMED_RECIPE_WEIGHT,Weight is model-assumed; nutrient values are source-backed. See recipe-ingredients.csv for frozen nutrient inputs.
EST_PH_DISH_022_V1,ingredient_edible_grams:FC001237,150,g edible component in linked preparation,FC001237,https://fdc.nal.usda.gov/food-details/173647/nutrients,ASSUMED_RECIPE_WEIGHT,Weight is model-assumed; nutrient values are source-backed. See recipe-ingredients.csv for frozen nutrient inputs.
EST_PH_DISH_022_V1,modeled_final_edible_mass,1460,g,PH_DISH_022,,ASSUMED_MASS_BALANCE,Sum of the stated component masses; no measured cooking yield or household portion.
