portion_id,food_id,description,quantity,unit,edible_weight_g,edible_portion_pct,source_url,data_status,notes
FC000209_100G_EP,FC000209,100 g edible portion,100,g,100,89,https://i.fnri.dost.gov.ph/fct/library/report/3178,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000210_100G_EP,FC000210,100 g edible portion,100,g,100,88,https://i.fnri.dost.gov.ph/fct/library/report/3180,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000211_100G_EP,FC000211,100 g edible portion,100,g,100,100,https://i.fnri.dost.gov.ph/fct/library/report/3193,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000212_100G_EP,FC000212,100 g edible portion,100,g,100,100,https://i.fnri.dost.gov.ph/fct/library/report/3194,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000213_100G_EP,FC000213,100 g edible portion,100,g,100,100,https://i.fnri.dost.gov.ph/fct/library/report/3195,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000214_100G_EP,FC000214,100 g edible portion,100,g,100,100,https://i.fnri.dost.gov.ph/fct/library/report/3196,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000215_100G_EP,FC000215,100 g edible portion,100,g,100,100,https://i.fnri.dost.gov.ph/fct/library/report/3197,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000216_100G_EP,FC000216,100 g edible portion,100,g,100,100,https://i.fnri.dost.gov.ph/fct/library/report/3198,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000217_100G_EP,FC000217,100 g edible portion,100,g,100,100,https://i.fnri.dost.gov.ph/fct/library/report/3200,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000218_100G_EP,FC000218,100 g edible portion,100,g,100,100,https://i.fnri.dost.gov.ph/fct/library/report/3202,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000219_100G_EP,FC000219,100 g edible portion,100,g,100,100,https://i.fnri.dost.gov.ph/fct/library/report/3207,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000220_100G_EP,FC000220,100 g edible portion,100,g,100,100,https://i.fnri.dost.gov.ph/fct/library/report/3208,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000221_100G_EP,FC000221,100 g edible portion,100,g,100,80,https://i.fnri.dost.gov.ph/fct/library/report/3210,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000222_100G_EP,FC000222,100 g edible portion,100,g,100,100,https://i.fnri.dost.gov.ph/fct/library/report/3172,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000223_100G_EP,FC000223,100 g edible portion,100,g,100,85,https://i.fnri.dost.gov.ph/fct/library/report/3212,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000224_100G_EP,FC000224,100 g edible portion,100,g,100,86,https://i.fnri.dost.gov.ph/fct/library/report/3215,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000225_100G_EP,FC000225,100 g edible portion,100,g,100,100,https://i.fnri.dost.gov.ph/fct/library/report/3231,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000226_100G_EP,FC000226,100 g edible portion,100,g,100,48,https://i.fnri.dost.gov.ph/fct/library/report/3245,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000227_100G_EP,FC000227,100 g edible portion,100,g,100,100,https://i.fnri.dost.gov.ph/fct/library/report/3246,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000228_100G_EP,FC000228,100 g edible portion,100,g,100,100,https://i.fnri.dost.gov.ph/fct/library/report/3258,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000229_100G_EP,FC000229,100 g edible portion,100,g,100,100,https://i.fnri.dost.gov.ph/fct/library/report/3214,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000230_100G_EP,FC000230,100 g edible portion,100,g,100,56,https://i.fnri.dost.gov.ph/fct/library/report/3216,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000231_100G_EP,FC000231,100 g edible portion,100,g,100,8,https://i.fnri.dost.gov.ph/fct/library/report/3217,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000232_100G_EP,FC000232,100 g edible portion,100,g,100,14,https://i.fnri.dost.gov.ph/fct/library/report/3218,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000233_100G_EP,FC000233,100 g edible portion,100,g,100,100,https://i.fnri.dost.gov.ph/fct/library/report/3230,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000234_100G_EP,FC000234,100 g edible portion,100,g,100,100,https://i.fnri.dost.gov.ph/fct/library/report/3237,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000235_100G_EP,FC000235,100 g edible portion,100,g,100,100,https://i.fnri.dost.gov.ph/fct/library/report/3253,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000236_100G_EP,FC000236,100 g edible portion,100,g,100,100,https://i.fnri.dost.gov.ph/fct/library/report/3254,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000237_100G_EP,FC000237,100 g edible portion,100,g,100,100,https://i.fnri.dost.gov.ph/fct/library/report/3261,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000238_100G_EP,FC000238,100 g edible portion,100,g,100,100,https://i.fnri.dost.gov.ph/fct/library/report/3265,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000239_100G_EP,FC000239,100 g edible portion,100,g,100,100,https://i.fnri.dost.gov.ph/fct/library/report/3268,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000240_100G_EP,FC000240,100 g edible portion,100,g,100,100,https://i.fnri.dost.gov.ph/fct/library/report/3271,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000241_100G_EP,FC000241,100 g edible portion,100,g,100,100,https://i.fnri.dost.gov.ph/fct/library/report/3272,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000242_100G_EP,FC000242,100 g edible portion,100,g,100,100,https://i.fnri.dost.gov.ph/fct/library/report/3275,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000243_100G_EP,FC000243,100 g edible portion,100,g,100,100,https://i.fnri.dost.gov.ph/fct/library/report/3276,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000244_100G_EP,FC000244,100 g edible portion,100,g,100,100,https://i.fnri.dost.gov.ph/fct/library/report/3277,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000245_100G_EP,FC000245,100 g edible portion,100,g,100,75,https://i.fnri.dost.gov.ph/fct/library/report/3278,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000246_100G_EP,FC000246,100 g edible portion,100,g,100,35,https://i.fnri.dost.gov.ph/fct/library/report/3279,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000247_100G_EP,FC000247,100 g edible portion,100,g,100,100,https://i.fnri.dost.gov.ph/fct/library/report/3229,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000248_100G_EP,FC000248,100 g edible portion,100,g,100,100,https://i.fnri.dost.gov.ph/fct/library/report/3290,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000249_100G_EP,FC000249,100 g edible portion,100,g,100,100,https://i.fnri.dost.gov.ph/fct/library/report/3293,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000250_100G_EP,FC000250,100 g edible portion,100,g,100,100,https://i.fnri.dost.gov.ph/fct/library/report/3298,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000251_100G_EP,FC000251,100 g edible portion,100,g,100,100,https://i.fnri.dost.gov.ph/fct/library/report/3305,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000252_100G_EP,FC000252,100 g edible portion,100,g,100,100,https://i.fnri.dost.gov.ph/fct/library/report/3315,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000253_100G_EP,FC000253,100 g edible portion,100,g,100,100,https://i.fnri.dost.gov.ph/fct/library/report/3325,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000254_100G_EP,FC000254,100 g edible portion,100,g,100,100,https://i.fnri.dost.gov.ph/fct/library/report/3330,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000255_100G_EP,FC000255,100 g edible portion,100,g,100,100,https://i.fnri.dost.gov.ph/fct/library/report/3334,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000256_100G_EP,FC000256,100 g edible portion,100,g,100,100,https://i.fnri.dost.gov.ph/fct/library/report/3353,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000257_100G_EP,FC000257,100 g edible portion,100,g,100,100,https://i.fnri.dost.gov.ph/fct/library/report/3374,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000258_100G_EP,FC000258,100 g edible portion,100,g,100,100,https://i.fnri.dost.gov.ph/fct/library/report/3382,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000259_100G_EP,FC000259,100 g edible portion,100,g,100,100,https://i.fnri.dost.gov.ph/fct/library/report/3387,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000260_100G_EP,FC000260,100 g edible portion,100,g,100,100,https://i.fnri.dost.gov.ph/fct/library/report/3411,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000261_100G_EP,FC000261,100 g edible portion,100,g,100,100,https://i.fnri.dost.gov.ph/fct/library/report/3414,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000262_100G_EP,FC000262,100 g edible portion,100,g,100,90,https://i.fnri.dost.gov.ph/fct/library/report/3419,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000263_100G_EP,FC000263,100 g edible portion,100,g,100,100,https://i.fnri.dost.gov.ph/fct/library/report/3429,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000264_100G_EP,FC000264,100 g edible portion,100,g,100,100,https://i.fnri.dost.gov.ph/fct/library/report/3440,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000265_100G_EP,FC000265,100 g edible portion,100,g,100,100,https://i.fnri.dost.gov.ph/fct/library/report/3442,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000266_100G_EP,FC000266,100 g edible portion,100,g,100,100,https://i.fnri.dost.gov.ph/fct/library/report/3463,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000267_100G_EP,FC000267,100 g edible portion,100,g,100,100,https://i.fnri.dost.gov.ph/fct/library/report/3486,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000268_100G_EP,FC000268,100 g edible portion,100,g,100,100,https://i.fnri.dost.gov.ph/fct/library/report/3491,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000269_100G_EP,FC000269,100 g edible portion,100,g,100,100,https://i.fnri.dost.gov.ph/fct/library/report/3499,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000270_100G_EP,FC000270,100 g edible portion,100,g,100,100,https://i.fnri.dost.gov.ph/fct/library/report/3505,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000271_100G_EP,FC000271,100 g edible portion,100,g,100,100,https://i.fnri.dost.gov.ph/fct/library/report/3507,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000272_100G_EP,FC000272,100 g edible portion,100,g,100,100,https://i.fnri.dost.gov.ph/fct/library/report/3512,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000273_100G_EP,FC000273,100 g edible portion,100,g,100,100,https://i.fnri.dost.gov.ph/fct/library/report/3514,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000274_100G_EP,FC000274,100 g edible portion,100,g,100,100,https://i.fnri.dost.gov.ph/fct/library/report/3516,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000275_100G_EP,FC000275,100 g edible portion,100,g,100,100,https://i.fnri.dost.gov.ph/fct/library/report/3522,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000276_100G_EP,FC000276,100 g edible portion,100,g,100,100,https://i.fnri.dost.gov.ph/fct/library/report/3524,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000277_100G_EP,FC000277,100 g edible portion,100,g,100,38,https://i.fnri.dost.gov.ph/fct/library/report/3526,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000278_100G_EP,FC000278,100 g edible portion,100,g,100,100,https://i.fnri.dost.gov.ph/fct/library/report/3533,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000279_100G_EP,FC000279,100 g edible portion,100,g,100,100,https://i.fnri.dost.gov.ph/fct/library/report/3535,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000280_100G_EP,FC000280,100 g edible portion,100,g,100,98,https://i.fnri.dost.gov.ph/fct/library/report/3537,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000281_100G_EP,FC000281,100 g edible portion,100,g,100,100,https://i.fnri.dost.gov.ph/fct/library/report/3552,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000282_100G_EP,FC000282,100 g edible portion,100,g,100,22,https://i.fnri.dost.gov.ph/fct/library/report/3289,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000283_100G_EP,FC000283,100 g edible portion,100,g,100,52,https://i.fnri.dost.gov.ph/fct/library/report/3292,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000284_100G_EP,FC000284,100 g edible portion,100,g,100,90,https://i.fnri.dost.gov.ph/fct/library/report/3304,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000285_100G_EP,FC000285,100 g edible portion,100,g,100,63,https://i.fnri.dost.gov.ph/fct/library/report/3314,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000286_100G_EP,FC000286,100 g edible portion,100,g,100,64,https://i.fnri.dost.gov.ph/fct/library/report/3324,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000287_100G_EP,FC000287,100 g edible portion,100,g,100,88,https://i.fnri.dost.gov.ph/fct/library/report/3348,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000288_100G_EP,FC000288,100 g edible portion,100,g,100,97,https://i.fnri.dost.gov.ph/fct/library/report/3381,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000289_100G_EP,FC000289,100 g edible portion,100,g,100,60,https://i.fnri.dost.gov.ph/fct/library/report/3383,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000290_100G_EP,FC000290,100 g edible portion,100,g,100,51,https://i.fnri.dost.gov.ph/fct/library/report/3386,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000291_100G_EP,FC000291,100 g edible portion,100,g,100,79,https://i.fnri.dost.gov.ph/fct/library/report/3394,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000292_100G_EP,FC000292,100 g edible portion,100,g,100,91,https://i.fnri.dost.gov.ph/fct/library/report/3410,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000293_100G_EP,FC000293,100 g edible portion,100,g,100,94,https://i.fnri.dost.gov.ph/fct/library/report/3412,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000294_100G_EP,FC000294,100 g edible portion,100,g,100,89,https://i.fnri.dost.gov.ph/fct/library/report/3413,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000295_100G_EP,FC000295,100 g edible portion,100,g,100,92,https://i.fnri.dost.gov.ph/fct/library/report/3418,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000296_100G_EP,FC000296,100 g edible portion,100,g,100,77,https://i.fnri.dost.gov.ph/fct/library/report/3426,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000297_100G_EP,FC000297,100 g edible portion,100,g,100,30,https://i.fnri.dost.gov.ph/fct/library/report/3428,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000298_100G_EP,FC000298,100 g edible portion,100,g,100,64,https://i.fnri.dost.gov.ph/fct/library/report/3433,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000299_100G_EP,FC000299,100 g edible portion,100,g,100,89,https://i.fnri.dost.gov.ph/fct/library/report/3443,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000300_100G_EP,FC000300,100 g edible portion,100,g,100,95,https://i.fnri.dost.gov.ph/fct/library/report/3446,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000301_100G_EP,FC000301,100 g edible portion,100,g,100,95,https://i.fnri.dost.gov.ph/fct/library/report/3448,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000302_100G_EP,FC000302,100 g edible portion,100,g,100,82,https://i.fnri.dost.gov.ph/fct/library/report/3462,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000303_100G_EP,FC000303,100 g edible portion,100,g,100,96,https://i.fnri.dost.gov.ph/fct/library/report/3485,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000304_100G_EP,FC000304,100 g edible portion,100,g,100,93,https://i.fnri.dost.gov.ph/fct/library/report/3490,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000305_100G_EP,FC000305,100 g edible portion,100,g,100,84,https://i.fnri.dost.gov.ph/fct/library/report/3498,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000306_100G_EP,FC000306,100 g edible portion,100,g,100,63,https://i.fnri.dost.gov.ph/fct/library/report/3502,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000307_100G_EP,FC000307,100 g edible portion,100,g,100,47,https://i.fnri.dost.gov.ph/fct/library/report/3506,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000308_100G_EP,FC000308,100 g edible portion,100,g,100,34,https://i.fnri.dost.gov.ph/fct/library/report/3523,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000309_100G_EP,FC000309,100 g edible portion,100,g,100,59,https://i.fnri.dost.gov.ph/fct/library/report/3525,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000310_100G_EP,FC000310,100 g edible portion,100,g,100,55,https://i.fnri.dost.gov.ph/fct/library/report/3532,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000311_100G_EP,FC000311,100 g edible portion,100,g,100,84,https://i.fnri.dost.gov.ph/fct/library/report/3534,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000312_100G_EP,FC000312,100 g edible portion,100,g,100,87,https://i.fnri.dost.gov.ph/fct/library/report/3539,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000313_100G_EP,FC000313,100 g edible portion,100,g,100,97,https://i.fnri.dost.gov.ph/fct/library/report/3551,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000314_100G_EP,FC000314,100 g edible portion,100,g,100,100,https://i.fnri.dost.gov.ph/fct/library/report/3558,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000315_100G_EP,FC000315,100 g edible portion,100,g,100,-,https://i.fnri.dost.gov.ph/fct/library/report/3572,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000316_100G_EP,FC000316,100 g edible portion,100,g,100,-,https://i.fnri.dost.gov.ph/fct/library/report/3579,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000317_100G_EP,FC000317,100 g edible portion,100,g,100,74,https://i.fnri.dost.gov.ph/fct/library/report/5005,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000318_100G_EP,FC000318,100 g edible portion,100,g,100,71,https://i.fnri.dost.gov.ph/fct/library/report/5006,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000319_100G_EP,FC000319,100 g edible portion,100,g,100,100,https://i.fnri.dost.gov.ph/fct/library/report/3475,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000320_100G_EP,FC000320,100 g edible portion,100,g,100,100,https://i.fnri.dost.gov.ph/fct/library/report/3567,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000321_100G_EP,FC000321,100 g edible portion,100,g,100,100,https://i.fnri.dost.gov.ph/fct/library/report/3300,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000322_100G_EP,FC000322,100 g edible portion,100,g,100,100,https://i.fnri.dost.gov.ph/fct/library/report/3307,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000323_100G_EP,FC000323,100 g edible portion,100,g,100,100,https://i.fnri.dost.gov.ph/fct/library/report/3317,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000324_100G_EP,FC000324,100 g edible portion,100,g,100,100,https://i.fnri.dost.gov.ph/fct/library/report/3319,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000325_100G_EP,FC000325,100 g edible portion,100,g,100,100,https://i.fnri.dost.gov.ph/fct/library/report/3328,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000326_100G_EP,FC000326,100 g edible portion,100,g,100,100,https://i.fnri.dost.gov.ph/fct/library/report/3332,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000327_100G_EP,FC000327,100 g edible portion,100,g,100,100,https://i.fnri.dost.gov.ph/fct/library/report/3365,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000328_100G_EP,FC000328,100 g edible portion,100,g,100,100,https://i.fnri.dost.gov.ph/fct/library/report/3376,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000329_100G_EP,FC000329,100 g edible portion,100,g,100,100,https://i.fnri.dost.gov.ph/fct/library/report/3378,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000330_100G_EP,FC000330,100 g edible portion,100,g,100,52,https://i.fnri.dost.gov.ph/fct/library/report/3380,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
FC000331_100G_EP,FC000331,100 g edible portion,100,g,100,86,https://i.fnri.dost.gov.ph/fct/library/report/3385,VERIFIED_REFERENCE_BASIS,"Reference mass, not a household serving. Do not apply the edible percentage twice to weighed edible food."
