estimate_id,food_id,method,basis,kcal_100g,protein_g_100g,carbs_g_100g,fat_g_100g,fiber_g_100g,sugar_g_100g,sodium_mg_100g,cholesterol_mg_100g,source_urls,estimated_date,model,method_version,review_status,selection_policy,assumptions,range_low_json,range_high_json,range_basis,limitations
EST_PH_RESTAURANT_100_V1,FC002309,BRANDED_MENU_PROXY,per 100 g modeled edible mixture,140.7118,3.6594,7.4926,10.6673,0.3935,0.3777,188.6215,18.7660,https://www.kuroda.ph/menu;https://fdc.nal.usda.gov/food-details/168919/nutrients;https://i.fnri.dost.gov.ph/fct/library/report/3858;https://fdc.nal.usda.gov/food-details/173647/nutrients;https://i.fnri.dost.gov.ph/fct/library/report/4248;https://i.fnri.dost.gov.ph/fct/library/report/4263;https://i.fnri.dost.gov.ph/fct/library/report/4346;https://i.fnri.dost.gov.ph/fct/library/report/3426;https://i.fnri.dost.gov.ph/fct/library/report/4342;https://i.fnri.dost.gov.ph/fct/library/report/3443;https://i.fnri.dost.gov.ph/fct/library/report/4269,2026-09-17,Codex (GPT-6),1.0,AI_REVIEWED_NOT_HUMAN_VERIFIED,EXPLICIT_ESTIMATE_SELECTION,"Model-assumed component masses in the exact linked source preparations. Final edible mass is their sum; no additional evaporation or nutrient loss modeled. Added oil, sugar and salt fully retained. Raw seasonings and food substitutes are proxies; this is not a manufacturer recipe or allergen declaration. Missing ingredient nutrients remain unknown. Weights define a calculation mixture, not a measured restaurant order. Assumed noodles, pork and broth mixture. Water/milk/fat proxy tonkotsu emulsion, not actual ingredients. Includes all modeled broth; no standard bowl weight. Seasoning and fat vary substantially. Modeled mass 664.5 g.",,,Not quantified; no evidence-based error bounds available.,"Low confidence. Actual Philippine brand recipe, meat cut, retained oil, broth, sauce and serving mass are unverified. No US branded nutrition presented as Philippine nutrition. No official complete Philippine nutrition panel was obtained for this entry. Weigh edible finished food; no automatic bowl/piece/order conversion. Bones, sticks and unconsumed broth excluded from logged weight. Includes only components named in this identity; sides, rice and drinks excluded unless explicitly listed. Menu availability varies by branch/date."
EST_PH_RESTAURANT_101_V1,FC002310,BRANDED_MENU_PROXY,per 100 g modeled edible mixture,127.5896,4.9081,7.9985,8.3787,0.6691,0.4537,222.0401,20.5651,https://www.kuroda.ph/menu;https://fdc.nal.usda.gov/food-details/168919/nutrients;https://i.fnri.dost.gov.ph/fct/library/report/3858;https://fdc.nal.usda.gov/food-details/173647/nutrients;https://i.fnri.dost.gov.ph/fct/library/report/4248;https://i.fnri.dost.gov.ph/fct/library/report/4263;https://i.fnri.dost.gov.ph/fct/library/report/4346;https://i.fnri.dost.gov.ph/fct/library/report/3426;https://i.fnri.dost.gov.ph/fct/library/report/4342;https://fdc.nal.usda.gov/food-details/167903/nutrients;https://i.fnri.dost.gov.ph/fct/library/report/3253;https://i.fnri.dost.gov.ph/fct/library/report/3277;https://i.fnri.dost.gov.ph/fct/library/report/3443,2026-09-17,Codex (GPT-6),1.0,AI_REVIEWED_NOT_HUMAN_VERIFIED,EXPLICIT_ESTIMATE_SELECTION,"Model-assumed component masses in the exact linked source preparations. Final edible mass is their sum; no additional evaporation or nutrient loss modeled. Added oil, sugar and salt fully retained. Raw seasonings and food substitutes are proxies; this is not a manufacturer recipe or allergen declaration. Missing ingredient nutrients remain unknown. Weights define a calculation mixture, not a measured restaurant order. Assumed noodles, pork and broth mixture. Water/milk/fat proxy tonkotsu emulsion, not actual ingredients. Includes all modeled broth; no standard bowl weight. Seasoning and fat vary substantially. Modeled mass 672.5 g.",,,Not quantified; no evidence-based error bounds available.,"Low confidence. Actual Philippine brand recipe, meat cut, retained oil, broth, sauce and serving mass are unverified. No US branded nutrition presented as Philippine nutrition. No official complete Philippine nutrition panel was obtained for this entry. Weigh edible finished food; no automatic bowl/piece/order conversion. Bones, sticks and unconsumed broth excluded from logged weight. Includes only components named in this identity; sides, rice and drinks excluded unless explicitly listed. Menu availability varies by branch/date."
EST_PH_RESTAURANT_102_V1,FC002311,BRANDED_MENU_PROXY,per 100 g modeled edible mixture,103.9071,2.9005,8.8621,6.3696,0.8759,0.5328,184.7053,15.3389,https://www.kuroda.ph/menu;https://fdc.nal.usda.gov/food-details/168919/nutrients;https://i.fnri.dost.gov.ph/fct/library/report/3858;https://fdc.nal.usda.gov/food-details/173647/nutrients;https://i.fnri.dost.gov.ph/fct/library/report/4248;https://i.fnri.dost.gov.ph/fct/library/report/4263;https://i.fnri.dost.gov.ph/fct/library/report/4346;https://i.fnri.dost.gov.ph/fct/library/report/3426;https://i.fnri.dost.gov.ph/fct/library/report/4342;https://fdc.nal.usda.gov/food-details/170924/nutrients;https://i.fnri.dost.gov.ph/fct/library/report/3175;https://i.fnri.dost.gov.ph/fct/library/report/3421,2026-09-17,Codex (GPT-6),1.0,AI_REVIEWED_NOT_HUMAN_VERIFIED,EXPLICIT_ESTIMATE_SELECTION,"Model-assumed component masses in the exact linked source preparations. Final edible mass is their sum; no additional evaporation or nutrient loss modeled. Added oil, sugar and salt fully retained. Raw seasonings and food substitutes are proxies; this is not a manufacturer recipe or allergen declaration. Missing ingredient nutrients remain unknown. Weights define a calculation mixture, not a measured restaurant order. Assumed noodles, pork and broth mixture. Water/milk/fat proxy tonkotsu emulsion, not actual ingredients. Includes all modeled broth; no standard bowl weight. Seasoning and fat vary substantially. Modeled mass 656.5 g.",,,Not quantified; no evidence-based error bounds available.,"Low confidence. Actual Philippine brand recipe, meat cut, retained oil, broth, sauce and serving mass are unverified. No US branded nutrition presented as Philippine nutrition. No official complete Philippine nutrition panel was obtained for this entry. Weigh edible finished food; no automatic bowl/piece/order conversion. Bones, sticks and unconsumed broth excluded from logged weight. Includes only components named in this identity; sides, rice and drinks excluded unless explicitly listed. Menu availability varies by branch/date."
EST_PH_RESTAURANT_103_V1,FC002312,BRANDED_MENU_PROXY,per 100 g modeled edible mixture,218.4717,38.2830,1.0302,6.8019,0.1642,0.0340,175.3208,69.8113,https://www.kuroda.ph/menu;https://i.fnri.dost.gov.ph/fct/library/report/3819;https://i.fnri.dost.gov.ph/fct/library/report/4346;https://i.fnri.dost.gov.ph/fct/library/report/3363,2026-09-17,Codex (GPT-6),1.0,AI_REVIEWED_NOT_HUMAN_VERIFIED,EXPLICIT_ESTIMATE_SELECTION,"Model-assumed component masses in the exact linked source preparations. Final edible mass is their sum; no additional evaporation or nutrient loss modeled. Added oil, sugar and salt fully retained. Raw seasonings and food substitutes are proxies; this is not a manufacturer recipe or allergen declaration. Missing ingredient nutrients remain unknown. Weights define a calculation mixture, not a measured restaurant order. Generic fried white meat; exact starch coating and thigh mix unknown. Modeled mass 106 g.",,,Not quantified; no evidence-based error bounds available.,"Low confidence. Actual Philippine brand recipe, meat cut, retained oil, broth, sauce and serving mass are unverified. No US branded nutrition presented as Philippine nutrition. No official complete Philippine nutrition panel was obtained for this entry. Weigh edible finished food; no automatic bowl/piece/order conversion. Bones, sticks and unconsumed broth excluded from logged weight. Includes only components named in this identity; sides, rice and drinks excluded unless explicitly listed. Menu availability varies by branch/date."
EST_PH_RESTAURANT_104_V1,FC002313,BRANDED_MENU_PROXY,per 100 g modeled edible mixture,267.6429,24.5613,6.4083,15.9726,0.5357,5.3589,200.8036,50.5952,https://www.kuroda.ph/menu;https://i.fnri.dost.gov.ph/fct/library/report/3819;https://i.fnri.dost.gov.ph/fct/library/report/4267;https://i.fnri.dost.gov.ph/fct/library/report/4313;https://i.fnri.dost.gov.ph/fct/library/report/4346;https://i.fnri.dost.gov.ph/fct/library/report/3314,2026-09-17,Codex (GPT-6),1.0,AI_REVIEWED_NOT_HUMAN_VERIFIED,EXPLICIT_ESTIMATE_SELECTION,"Model-assumed component masses in the exact linked source preparations. Final edible mass is their sum; no additional evaporation or nutrient loss modeled. Added oil, sugar and salt fully retained. Raw seasonings and food substitutes are proxies; this is not a manufacturer recipe or allergen declaration. Missing ingredient nutrients remain unknown. Weights define a calculation mixture, not a measured restaurant order. Assumed tartar-style mayonnaise and sweet sauce; rice excluded. Modeled mass 168 g.",,,Not quantified; no evidence-based error bounds available.,"Low confidence. Actual Philippine brand recipe, meat cut, retained oil, broth, sauce and serving mass are unverified. No US branded nutrition presented as Philippine nutrition. No official complete Philippine nutrition panel was obtained for this entry. Weigh edible finished food; no automatic bowl/piece/order conversion. Bones, sticks and unconsumed broth excluded from logged weight. Includes only components named in this identity; sides, rice and drinks excluded unless explicitly listed. Menu availability varies by branch/date."
EST_PH_RESTAURANT_105_V1,FC002314,BRANDED_MENU_PROXY,per 100 g modeled edible mixture,237.4537,14.6634,8.2250,15.7801,0.7083,0.5972,141.3704,55.9259,https://www.kuroda.ph/menu;https://fdc.nal.usda.gov/food-details/167903/nutrients;https://fdc.nal.usda.gov/food-details/168919/nutrients;https://i.fnri.dost.gov.ph/fct/library/report/3314;https://i.fnri.dost.gov.ph/fct/library/report/4269;https://i.fnri.dost.gov.ph/fct/library/report/4346,2026-09-17,Codex (GPT-6),1.0,AI_REVIEWED_NOT_HUMAN_VERIFIED,EXPLICIT_ESTIMATE_SELECTION,"Model-assumed component masses in the exact linked source preparations. Final edible mass is their sum; no additional evaporation or nutrient loss modeled. Added oil, sugar and salt fully retained. Raw seasonings and food substitutes are proxies; this is not a manufacturer recipe or allergen declaration. Missing ingredient nutrients remain unknown. Weights define a calculation mixture, not a measured restaurant order. Cooked noodles proxy hydrated wrapper; assumed retained pan-frying oil. Modeled mass 108 g.",,,Not quantified; no evidence-based error bounds available.,"Low confidence. Actual Philippine brand recipe, meat cut, retained oil, broth, sauce and serving mass are unverified. No US branded nutrition presented as Philippine nutrition. No official complete Philippine nutrition panel was obtained for this entry. Weigh edible finished food; no automatic bowl/piece/order conversion. Bones, sticks and unconsumed broth excluded from logged weight. Includes only components named in this identity; sides, rice and drinks excluded unless explicitly listed. Menu availability varies by branch/date."
EST_PH_RESTAURANT_106_V1,FC002315,BRANDED_MENU_PROXY,per 100 g modeled edible mixture,227.7500,20.9667,13.3917,10.0333,0.0833,9.4250,768.0000,101.6667,https://www.kuroda.ph/menu;https://i.fnri.dost.gov.ph/fct/library/report/3972;https://i.fnri.dost.gov.ph/fct/library/report/4346;https://i.fnri.dost.gov.ph/fct/library/report/4313,2026-09-17,Codex (GPT-6),1.0,AI_REVIEWED_NOT_HUMAN_VERIFIED,EXPLICIT_ESTIMATE_SELECTION,"Model-assumed component masses in the exact linked source preparations. Final edible mass is their sum; no additional evaporation or nutrient loss modeled. Added oil, sugar and salt fully retained. Raw seasonings and food substitutes are proxies; this is not a manufacturer recipe or allergen declaration. Missing ingredient nutrients remain unknown. Weights define a calculation mixture, not a measured restaurant order. Rice excluded; cooked chicken and assumed teriyaki sauce. Modeled mass 120 g.",,,Not quantified; no evidence-based error bounds available.,"Low confidence. Actual Philippine brand recipe, meat cut, retained oil, broth, sauce and serving mass are unverified. No US branded nutrition presented as Philippine nutrition. No official complete Philippine nutrition panel was obtained for this entry. Weigh edible finished food; no automatic bowl/piece/order conversion. Bones, sticks and unconsumed broth excluded from logged weight. Includes only components named in this identity; sides, rice and drinks excluded unless explicitly listed. Menu availability varies by branch/date."
EST_PH_RESTAURANT_107_V1,FC002316,BRANDED_MENU_PROXY,per 100 g modeled edible mixture,106.0017,2.9222,8.2025,6.8173,0.4057,0.3757,200.8628,16.7415,https://n-nagi.com/english/;https://fdc.nal.usda.gov/food-details/168919/nutrients;https://i.fnri.dost.gov.ph/fct/library/report/3858;https://fdc.nal.usda.gov/food-details/173647/nutrients;https://i.fnri.dost.gov.ph/fct/library/report/4248;https://i.fnri.dost.gov.ph/fct/library/report/4263;https://i.fnri.dost.gov.ph/fct/library/report/4346;https://i.fnri.dost.gov.ph/fct/library/report/3426;https://i.fnri.dost.gov.ph/fct/library/report/4342,2026-09-17,Codex (GPT-6),1.0,AI_REVIEWED_NOT_HUMAN_VERIFIED,EXPLICIT_ESTIMATE_SELECTION,"Model-assumed component masses in the exact linked source preparations. Final edible mass is their sum; no additional evaporation or nutrient loss modeled. Added oil, sugar and salt fully retained. Raw seasonings and food substitutes are proxies; this is not a manufacturer recipe or allergen declaration. Missing ingredient nutrients remain unknown. Weights define a calculation mixture, not a measured restaurant order. Assumed noodles, pork and broth mixture. Water/milk/fat proxy tonkotsu emulsion, not actual ingredients. Includes all modeled broth; no standard bowl weight. Seasoning and fat vary substantially. Customizations, extra noodles and optional toppings excluded. Modeled mass 601.5 g.",,,Not quantified; no evidence-based error bounds available.,"Low confidence. Actual Philippine brand recipe, meat cut, retained oil, broth, sauce and serving mass are unverified. No US branded nutrition presented as Philippine nutrition. No official complete Philippine nutrition panel was obtained for this entry. Weigh edible finished food; no automatic bowl/piece/order conversion. Bones, sticks and unconsumed broth excluded from logged weight. Includes only components named in this identity; sides, rice and drinks excluded unless explicitly listed. Menu availability varies by branch/date."
EST_PH_RESTAURANT_108_V1,FC002317,BRANDED_MENU_PROXY,per 100 g modeled edible mixture,126.2181,4.3478,7.9609,8.4979,0.4750,0.4638,221.9403,19.9552,https://n-nagi.com/english/;https://fdc.nal.usda.gov/food-details/168919/nutrients;https://i.fnri.dost.gov.ph/fct/library/report/3858;https://fdc.nal.usda.gov/food-details/173647/nutrients;https://i.fnri.dost.gov.ph/fct/library/report/4248;https://i.fnri.dost.gov.ph/fct/library/report/4263;https://i.fnri.dost.gov.ph/fct/library/report/4346;https://i.fnri.dost.gov.ph/fct/library/report/3426;https://i.fnri.dost.gov.ph/fct/library/report/4342;https://fdc.nal.usda.gov/food-details/167903/nutrients;https://i.fnri.dost.gov.ph/fct/library/report/3277;https://i.fnri.dost.gov.ph/fct/library/report/3443;https://i.fnri.dost.gov.ph/fct/library/report/3363;https://i.fnri.dost.gov.ph/fct/library/report/4269,2026-09-17,Codex (GPT-6),1.0,AI_REVIEWED_NOT_HUMAN_VERIFIED,EXPLICIT_ESTIMATE_SELECTION,"Model-assumed component masses in the exact linked source preparations. Final edible mass is their sum; no additional evaporation or nutrient loss modeled. Added oil, sugar and salt fully retained. Raw seasonings and food substitutes are proxies; this is not a manufacturer recipe or allergen declaration. Missing ingredient nutrients remain unknown. Weights define a calculation mixture, not a measured restaurant order. Assumed noodles, pork and broth mixture. Water/milk/fat proxy tonkotsu emulsion, not actual ingredients. Includes all modeled broth; no standard bowl weight. Seasoning and fat vary substantially. Miso pork and chili additions assumed. Modeled mass 669.5 g.",,,Not quantified; no evidence-based error bounds available.,"Low confidence. Actual Philippine brand recipe, meat cut, retained oil, broth, sauce and serving mass are unverified. No US branded nutrition presented as Philippine nutrition. No official complete Philippine nutrition panel was obtained for this entry. Weigh edible finished food; no automatic bowl/piece/order conversion. Bones, sticks and unconsumed broth excluded from logged weight. Includes only components named in this identity; sides, rice and drinks excluded unless explicitly listed. Menu availability varies by branch/date."
EST_PH_RESTAURANT_109_V1,FC002318,BRANDED_MENU_PROXY,per 100 g modeled edible mixture,133.5955,4.5706,7.9125,9.2401,0.5657,0.3527,185.7888,,https://n-nagi.com/english/;https://fdc.nal.usda.gov/food-details/168919/nutrients;https://i.fnri.dost.gov.ph/fct/library/report/3858;https://fdc.nal.usda.gov/food-details/173647/nutrients;https://i.fnri.dost.gov.ph/fct/library/report/4248;https://i.fnri.dost.gov.ph/fct/library/report/4263;https://i.fnri.dost.gov.ph/fct/library/report/4346;https://i.fnri.dost.gov.ph/fct/library/report/3426;https://i.fnri.dost.gov.ph/fct/library/report/4342;https://fdc.nal.usda.gov/food-details/167903/nutrients;https://i.fnri.dost.gov.ph/fct/library/report/3253;https://i.fnri.dost.gov.ph/fct/library/report/3363;https://i.fnri.dost.gov.ph/fct/library/report/4112;https://i.fnri.dost.gov.ph/fct/library/report/4269,2026-09-17,Codex (GPT-6),1.0,AI_REVIEWED_NOT_HUMAN_VERIFIED,EXPLICIT_ESTIMATE_SELECTION,"Model-assumed component masses in the exact linked source preparations. Final edible mass is their sum; no additional evaporation or nutrient loss modeled. Added oil, sugar and salt fully retained. Raw seasonings and food substitutes are proxies; this is not a manufacturer recipe or allergen declaration. Missing ingredient nutrients remain unknown. Weights define a calculation mixture, not a measured restaurant order. Assumed noodles, pork and broth mixture. Water/milk/fat proxy tonkotsu emulsion, not actual ingredients. Includes all modeled broth; no standard bowl weight. Seasoning and fat vary substantially. Squid meat is a poor nutrient proxy for small ink quantity; exact ink unavailable. Modeled mass 667.5 g.",,,Not quantified; no evidence-based error bounds available.,"Low confidence. Actual Philippine brand recipe, meat cut, retained oil, broth, sauce and serving mass are unverified. No US branded nutrition presented as Philippine nutrition. No official complete Philippine nutrition panel was obtained for this entry. Weigh edible finished food; no automatic bowl/piece/order conversion. Bones, sticks and unconsumed broth excluded from logged weight. Includes only components named in this identity; sides, rice and drinks excluded unless explicitly listed. Menu availability varies by branch/date."
EST_PH_RESTAURANT_110_V1,FC002319,BRANDED_MENU_PROXY,per 100 g modeled edible mixture,126.8814,3.6455,7.9141,8.9169,0.4462,0.3765,217.6716,17.4234,https://n-nagi.com/english/;https://fdc.nal.usda.gov/food-details/168919/nutrients;https://i.fnri.dost.gov.ph/fct/library/report/3858;https://fdc.nal.usda.gov/food-details/173647/nutrients;https://i.fnri.dost.gov.ph/fct/library/report/4248;https://i.fnri.dost.gov.ph/fct/library/report/4263;https://i.fnri.dost.gov.ph/fct/library/report/4346;https://i.fnri.dost.gov.ph/fct/library/report/3426;https://i.fnri.dost.gov.ph/fct/library/report/4342;https://i.fnri.dost.gov.ph/fct/library/report/3579;https://i.fnri.dost.gov.ph/fct/library/report/4269;https://fdc.nal.usda.gov/food-details/170848/nutrients,2026-09-17,Codex (GPT-6),1.0,AI_REVIEWED_NOT_HUMAN_VERIFIED,EXPLICIT_ESTIMATE_SELECTION,"Model-assumed component masses in the exact linked source preparations. Final edible mass is their sum; no additional evaporation or nutrient loss modeled. Added oil, sugar and salt fully retained. Raw seasonings and food substitutes are proxies; this is not a manufacturer recipe or allergen declaration. Missing ingredient nutrients remain unknown. Weights define a calculation mixture, not a measured restaurant order. Assumed noodles, pork and broth mixture. Water/milk/fat proxy tonkotsu emulsion, not actual ingredients. Includes all modeled broth; no standard bowl weight. Seasoning and fat vary substantially. Corn oil proxies olive oil; basil and parmesan additions assumed. Modeled mass 636.5 g.",,,Not quantified; no evidence-based error bounds available.,"Low confidence. Actual Philippine brand recipe, meat cut, retained oil, broth, sauce and serving mass are unverified. No US branded nutrition presented as Philippine nutrition. No official complete Philippine nutrition panel was obtained for this entry. Weigh edible finished food; no automatic bowl/piece/order conversion. Bones, sticks and unconsumed broth excluded from logged weight. Includes only components named in this identity; sides, rice and drinks excluded unless explicitly listed. Menu availability varies by branch/date."
EST_REGIONAL_20260918_001_V1,FC002720,INGREDIENT_MIXTURE_CALCULATION,per 100 g modeled edible mixture,78.2342,3.8346,4.4711,4.9825,0.9261,,112.7963,93.6864,https://app.philippines.travel/articles/intro-to-ilocos-norte;https://i.fnri.dost.gov.ph/fct/library/report/3353;https://i.fnri.dost.gov.ph/fct/library/report/4216;https://i.fnri.dost.gov.ph/fct/library/report/3536;https://i.fnri.dost.gov.ph/fct/library/report/3421;https://i.fnri.dost.gov.ph/fct/library/report/3363;https://i.fnri.dost.gov.ph/fct/library/report/4334;https://i.fnri.dost.gov.ph/fct/library/report/4269,2026-09-18,Codex (GPT-6),1.0,AI_REVIEWED_NOT_HUMAN_VERIFIED,EXPLICIT_ESTIMATE_SELECTION,"Model-designed component quantities, not a published standardized recipe. Weights refer to the exact linked food preparation; cooked ingredients are combined with retained sauce/water. Final mass is the sum of components. No additional evaporation, absorption, draining or nutrient loss is modeled. Added oil/salt/sugar are fully retained. Raw aromatics, flour and vegetables are cooking proxies. Missing component nutrients remain unknown.  Modeled final mass 491 g.",,,Not quantified; no evidence-based error bounds available.,"Low confidence. Recipe, yield and edible serving mass are unverified. Identity pages are not nutrition panels. No manufacturer nutrition or authentic regional formulation is claimed. No inferred bowl, piece, packet, cup or order weight. Log only weighed edible grams and explicitly select the estimate. Bones, wrappers used for serving, and uneaten broth are excluded. Sides, rice, sauces and drinks are excluded unless named in the mixture. Restaurant availability varies by location and date. "
EST_REGIONAL_20260918_002_V1,FC002721,INGREDIENT_MIXTURE_CALCULATION,per 100 g modeled edible mixture,35.8323,3.7553,3.4540,0.7708,0.7267,,88.8820,7.0000,https://app.philippines.travel/articles/intro-to-ilocos-norte;https://i.fnri.dost.gov.ph/fct/library/report/4055;https://i.fnri.dost.gov.ph/fct/library/report/3505;https://i.fnri.dost.gov.ph/fct/library/report/3512;https://i.fnri.dost.gov.ph/fct/library/report/3419;https://i.fnri.dost.gov.ph/fct/library/report/3374;https://i.fnri.dost.gov.ph/fct/library/report/4330;https://fdc.nal.usda.gov/food-details/173647/nutrients,2026-09-18,Codex (GPT-6),1.0,AI_REVIEWED_NOT_HUMAN_VERIFIED,EXPLICIT_ESTIMATE_SELECTION,"Model-designed component quantities, not a published standardized recipe. Weights refer to the exact linked food preparation; cooked ingredients are combined with retained sauce/water. Final mass is the sum of components. No additional evaporation, absorption, draining or nutrient loss is modeled. Added oil/salt/sugar are fully retained. Raw aromatics, flour and vegetables are cooking proxies. Missing component nutrients remain unknown.  Modeled final mass 805 g.",,,Not quantified; no evidence-based error bounds available.,"Low confidence. Recipe, yield and edible serving mass are unverified. Identity pages are not nutrition panels. No manufacturer nutrition or authentic regional formulation is claimed. No inferred bowl, piece, packet, cup or order weight. Log only weighed edible grams and explicitly select the estimate. Bones, wrappers used for serving, and uneaten broth are excluded. Sides, rice, sauces and drinks are excluded unless named in the mixture. Restaurant availability varies by location and date. "
EST_REGIONAL_20260918_003_V1,FC002722,INGREDIENT_MIXTURE_CALCULATION,per 100 g modeled edible mixture,168.0871,8.3833,2.5679,13.8310,0.1533,1.1401,208.6516,44.9059,https://app.philippines.travel/articles/intro-to-ilocos-norte;https://i.fnri.dost.gov.ph/fct/library/report/3856;https://i.fnri.dost.gov.ph/fct/library/report/3536;https://i.fnri.dost.gov.ph/fct/library/report/3421;https://i.fnri.dost.gov.ph/fct/library/report/4330;https://i.fnri.dost.gov.ph/fct/library/report/4350,2026-09-18,Codex (GPT-6),1.0,AI_REVIEWED_NOT_HUMAN_VERIFIED,EXPLICIT_ESTIMATE_SELECTION,"Model-designed component quantities, not a published standardized recipe. Weights refer to the exact linked food preparation; cooked ingredients are combined with retained sauce/water. Final mass is the sum of components. No additional evaporation, absorption, draining or nutrient loss is modeled. Added oil/salt/sugar are fully retained. Raw aromatics, flour and vegetables are cooking proxies. Missing component nutrients remain unknown. Fried pork belly proxies bagnet; specific double-fry moisture loss unknown. Modeled final mass 287 g.",,,Not quantified; no evidence-based error bounds available.,"Low confidence. Recipe, yield and edible serving mass are unverified. Identity pages are not nutrition panels. No manufacturer nutrition or authentic regional formulation is claimed. No inferred bowl, piece, packet, cup or order weight. Log only weighed edible grams and explicitly select the estimate. Bones, wrappers used for serving, and uneaten broth are excluded. Sides, rice, sauces and drinks are excluded unless named in the mixture. Restaurant availability varies by location and date. "
EST_REGIONAL_20260918_004_V1,FC002723,INGREDIENT_MIXTURE_CALCULATION,per 100 g modeled edible mixture,121.4106,7.1698,8.6841,6.3115,0.5152,0.3795,110.5697,88.7045,https://www.tourism.gov.ph/article/all-the-must-try-food-when-in-region-2/;https://i.fnri.dost.gov.ph/fct/library/report/3109;https://fdc.nal.usda.gov/food-details/171799/nutrients;https://i.fnri.dost.gov.ph/fct/library/report/3882;https://i.fnri.dost.gov.ph/fct/library/report/4216;https://i.fnri.dost.gov.ph/fct/library/report/3314;https://fdc.nal.usda.gov/food-details/167961/nutrients;https://i.fnri.dost.gov.ph/fct/library/report/4346;https://i.fnri.dost.gov.ph/fct/library/report/4269;https://fdc.nal.usda.gov/food-details/173647/nutrients,2026-09-18,Codex (GPT-6),1.0,AI_REVIEWED_NOT_HUMAN_VERIFIED,EXPLICIT_ESTIMATE_SELECTION,"Model-designed component quantities, not a published standardized recipe. Weights refer to the exact linked food preparation; cooked ingredients are combined with retained sauce/water. Final mass is the sum of components. No additional evaporation, absorption, draining or nutrient loss is modeled. Added oil/salt/sugar are fully retained. Raw aromatics, flour and vegetables are cooking proxies. Missing component nutrients remain unknown. Cooked beef proxies carabao meat; boiled egg proxies poached egg. Broth included. Modeled final mass 660 g.",,,Not quantified; no evidence-based error bounds available.,"Low confidence. Recipe, yield and edible serving mass are unverified. Identity pages are not nutrition panels. No manufacturer nutrition or authentic regional formulation is claimed. No inferred bowl, piece, packet, cup or order weight. Log only weighed edible grams and explicitly select the estimate. Bones, wrappers used for serving, and uneaten broth are excluded. Sides, rice, sauces and drinks are excluded unless named in the mixture. Restaurant availability varies by location and date. "
EST_REGIONAL_20260918_005_V1,FC002724,INGREDIENT_MIXTURE_CALCULATION,per 100 g modeled edible mixture,103.4809,4.2092,9.9191,5.2092,0.8061,0.6992,84.7176,,https://mirror.pia.gov.ph/features/2023/07/21/pansit-batil-patung-remembering-how-it-all-began;https://i.fnri.dost.gov.ph/fct/library/report/3109;https://i.fnri.dost.gov.ph/fct/library/report/3865;https://i.fnri.dost.gov.ph/fct/library/report/3882;https://i.fnri.dost.gov.ph/fct/library/report/4216;https://i.fnri.dost.gov.ph/fct/library/report/3314;https://i.fnri.dost.gov.ph/fct/library/report/3319;https://i.fnri.dost.gov.ph/fct/library/report/4346;https://i.fnri.dost.gov.ph/fct/library/report/4269;https://fdc.nal.usda.gov/food-details/173647/nutrients,2026-09-18,Codex (GPT-6),1.0,AI_REVIEWED_NOT_HUMAN_VERIFIED,EXPLICIT_ESTIMATE_SELECTION,"Model-designed component quantities, not a published standardized recipe. Weights refer to the exact linked food preparation; cooked ingredients are combined with retained sauce/water. Final mass is the sum of components. No additional evaporation, absorption, draining or nutrient loss is modeled. Added oil/salt/sugar are fully retained. Raw aromatics, flour and vegetables are cooking proxies. Missing component nutrients remain unknown. Chicken egg proxies quail egg; cooked miki is not a measured local noodle formulation. Modeled final mass 655 g.",,,Not quantified; no evidence-based error bounds available.,"Low confidence. Recipe, yield and edible serving mass are unverified. Identity pages are not nutrition panels. No manufacturer nutrition or authentic regional formulation is claimed. No inferred bowl, piece, packet, cup or order weight. Log only weighed edible grams and explicitly select the estimate. Bones, wrappers used for serving, and uneaten broth are excluded. Sides, rice, sauces and drinks are excluded unless named in the mixture. Restaurant availability varies by location and date. "
