food_id,kind,group,name,source_food_id,source_url,estimate_id,modeled_mass_g
FC002561,reference,FNRI,"Carabeef intestine, small",F057,https://i.fnri.dost.gov.ph/fct/library/report/3764,,
FC002562,reference,FNRI,Carabeef kidney,F058,https://i.fnri.dost.gov.ph/fct/library/report/3765,,
FC002563,reference,FNRI,Carabeef liver,F061,https://i.fnri.dost.gov.ph/fct/library/report/3768,,
FC002564,reference,FNRI,Carabeef lung,F062,https://i.fnri.dost.gov.ph/fct/library/report/3769,,
FC002565,reference,FNRI,Carabeef omasum,F063,https://i.fnri.dost.gov.ph/fct/library/report/3770,,
FC002566,reference,FNRI,Carabeef reticulum,F064,https://i.fnri.dost.gov.ph/fct/library/report/3771,,
FC002567,reference,FNRI,Carabeef spleen,F069,https://i.fnri.dost.gov.ph/fct/library/report/3776,,
FC002568,reference,FNRI,Carabeef stomach,F070,https://i.fnri.dost.gov.ph/fct/library/report/3777,,
FC002569,reference,FNRI,Chevon heart,F078,https://i.fnri.dost.gov.ph/fct/library/report/3785,,
FC002570,reference,USDA,"Amaranth leaves, cooked, boiled, drained, with salt",168492,https://fdc.nal.usda.gov/food-details/168492/nutrients,,
FC002571,reference,USDA,"Apples, raw, without skin, cooked, boiled",173928,https://fdc.nal.usda.gov/food-details/173928/nutrients,,
FC002572,reference,USDA,"Crustaceans, crab, alaska king, cooked, moist heat",174202,https://fdc.nal.usda.gov/food-details/174202/nutrients,,
FC002573,reference,USDA,"Beans, kidney, all types, mature seeds, cooked, boiled, with salt",173792,https://fdc.nal.usda.gov/food-details/173792/nutrients,,
FC002574,reference,USDA,"Amaranth grain, cooked",170683,https://fdc.nal.usda.gov/food-details/170683/nutrients,,
FC002575,reference,USDA,"Nuts, acorn flour, full fat",170566,https://fdc.nal.usda.gov/food-details/170566/nutrients,,
FC002576,reference,USDA,"Amaranth leaves, cooked, boiled, drained, without salt",169202,https://fdc.nal.usda.gov/food-details/169202/nutrients,,
FC002577,reference,USDA,"Apples, raw, without skin, cooked, microwave",173929,https://fdc.nal.usda.gov/food-details/173929/nutrients,,
FC002578,reference,USDA,"Crustaceans, crab, blue, cooked, moist heat",174205,https://fdc.nal.usda.gov/food-details/174205/nutrients,,
FC002579,reference,USDA,"Beans, kidney, all types, mature seeds, cooked, boiled, without salt",173740,https://fdc.nal.usda.gov/food-details/173740/nutrients,,
FC002580,reference,USDA,"Amaranth grain, uncooked",170682,https://fdc.nal.usda.gov/food-details/170682/nutrients,,
FC002581,reference,USDA,"Nuts, acorns, dried",170565,https://fdc.nal.usda.gov/food-details/170565/nutrients,,
FC002582,reference,USDA,"Balsam-pear (bitter gourd), leafy tips, cooked, boiled, drained, with salt",168495,https://fdc.nal.usda.gov/food-details/168495/nutrients,,
FC002583,reference,USDA,"Guava sauce, cooked",174686,https://fdc.nal.usda.gov/food-details/174686/nutrients,,
FC002584,reference,USDA,"Crustaceans, crab, dungeness, cooked, moist heat",172007,https://fdc.nal.usda.gov/food-details/172007/nutrients,,
FC002585,reference,USDA,"Beans, kidney, california red, mature seeds, cooked, boiled, with salt",173793,https://fdc.nal.usda.gov/food-details/173793/nutrients,,
FC002586,reference,USDA,"Buckwheat groats, roasted, cooked",170686,https://fdc.nal.usda.gov/food-details/170686/nutrients,,
FC002587,reference,USDA,"Nuts, acorns, raw",170157,https://fdc.nal.usda.gov/food-details/170157/nutrients,,
FC002588,reference,USDA,"Balsam-pear (bitter gourd), leafy tips, cooked, boiled, drained, without salt",168392,https://fdc.nal.usda.gov/food-details/168392/nutrients,,
FC002589,reference,USDA,"Apple juice, canned or bottled, unsweetened, with added ascorbic acid",167771,https://fdc.nal.usda.gov/food-details/167771/nutrients,,
FC002590,reference,USDA,"Crustaceans, crab, queen, cooked, moist heat",172008,https://fdc.nal.usda.gov/food-details/172008/nutrients,,
FC002591,reference,USDA,"Beans, kidney, california red, mature seeds, cooked, boiled, without salt",173743,https://fdc.nal.usda.gov/food-details/173743/nutrients,,
FC002592,reference,USDA,"Noodles, egg, enriched, cooked",169732,https://fdc.nal.usda.gov/food-details/169732/nutrients,,
FC002593,reference,USDA,"Nuts, cashew butter, plain, with salt added",168597,https://fdc.nal.usda.gov/food-details/168597/nutrients,,
FC002594,reference,USDA,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, with salt",168496,https://fdc.nal.usda.gov/food-details/168496/nutrients,,
FC002595,reference,USDA,"Apple juice, canned or bottled, unsweetened, with added ascorbic acid, calcium, and potassium",167800,https://fdc.nal.usda.gov/food-details/167800/nutrients,,
FC002596,reference,USDA,"Crustaceans, shrimp, mixed species, cooked, breaded and fried",171970,https://fdc.nal.usda.gov/food-details/171970/nutrients,,
FC002597,reference,USDA,"Beans, kidney, red, mature seeds, cooked, boiled, with salt",175242,https://fdc.nal.usda.gov/food-details/175242/nutrients,,
FC002598,reference,USDA,"Noodles, egg, spinach, enriched, cooked",169734,https://fdc.nal.usda.gov/food-details/169734/nutrients,,
FC002599,reference,USDA,"Nuts, cashew butter, plain, without salt added",170163,https://fdc.nal.usda.gov/food-details/170163/nutrients,,
FC002600,reference,USDA,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",168394,https://fdc.nal.usda.gov/food-details/168394/nutrients,,
FC002601,reference,USDA,"Apple juice, canned or bottled, unsweetened, without added ascorbic acid",173933,https://fdc.nal.usda.gov/food-details/173933/nutrients,,
FC002602,reference,USDA,"Crustaceans, shrimp, mixed species, cooked, moist heat (may contain additives to retain moisture)",171971,https://fdc.nal.usda.gov/food-details/171971/nutrients,,
FC002603,reference,USDA,"Beans, kidney, red, mature seeds, cooked, boiled, without salt",175194,https://fdc.nal.usda.gov/food-details/175194/nutrients,,
FC002604,reference,USDA,"Noodles, egg, unenriched, cooked, without added salt",168926,https://fdc.nal.usda.gov/food-details/168926/nutrients,,
FC002605,reference,USDA,"Nuts, cashew nuts, dry roasted, with salt added",169421,https://fdc.nal.usda.gov/food-details/169421/nutrients,,
FC002606,reference,USDA,"Bamboo shoots, cooked, boiled, drained, with salt",168497,https://fdc.nal.usda.gov/food-details/168497/nutrients,,
FC002607,reference,USDA,"Apple juice, frozen concentrate, unsweetened, diluted with 3 volume water without added ascorbic acid",173935,https://fdc.nal.usda.gov/food-details/173935/nutrients,,
FC002608,reference,USDA,"Fish, mackerel, Atlantic, cooked, dry heat",175120,https://fdc.nal.usda.gov/food-details/175120/nutrients,,
FC002609,reference,USDA,"Beans, kidney, royal red, mature seeds, cooked, boiled with salt",175244,https://fdc.nal.usda.gov/food-details/175244/nutrients,,
FC002610,reference,USDA,"Noodles, japanese, soba, cooked",168907,https://fdc.nal.usda.gov/food-details/168907/nutrients,,
FC002611,reference,USDA,"Nuts, cashew nuts, dry roasted, without salt added",170571,https://fdc.nal.usda.gov/food-details/170571/nutrients,,
FC002612,reference,USDA,"Bamboo shoots, cooked, boiled, drained, without salt",169211,https://fdc.nal.usda.gov/food-details/169211/nutrients,,
FC002613,reference,USDA,"Apple juice, frozen concentrate, unsweetened, diluted with 3 volume water, with added ascorbic acid",167775,https://fdc.nal.usda.gov/food-details/167775/nutrients,,
FC002614,reference,USDA,"Fish, mackerel, Pacific and jack, mixed species, cooked, dry heat",171994,https://fdc.nal.usda.gov/food-details/171994/nutrients,,
FC002615,reference,USDA,"Beans, kidney, royal red, mature seeds, cooked, boiled, without salt",175197,https://fdc.nal.usda.gov/food-details/175197/nutrients,,
FC002616,reference,USDA,"Noodles, japanese, somen, cooked",168909,https://fdc.nal.usda.gov/food-details/168909/nutrients,,
FC002617,reference,USDA,"Nuts, cashew nuts, oil roasted, with salt added",169422,https://fdc.nal.usda.gov/food-details/169422/nutrients,,
FC002618,reference,USDA,"Beans, kidney, mature seeds, sprouted, cooked, boiled, drained, with salt",169315,https://fdc.nal.usda.gov/food-details/169315/nutrients,,
FC002619,reference,USDA,"Apple juice, frozen concentrate, unsweetened, undiluted, with added ascorbic acid",168188,https://fdc.nal.usda.gov/food-details/168188/nutrients,,
FC002620,reference,USDA,"Fish, salmon, coho, farmed, cooked, dry heat",173716,https://fdc.nal.usda.gov/food-details/173716/nutrients,,
FC002621,reference,USDA,"Chickpeas (garbanzo beans, bengal gram), mature seeds, cooked, boiled, with salt",173799,https://fdc.nal.usda.gov/food-details/173799/nutrients,,
FC002622,reference,USDA,"Oat bran, cooked",168873,https://fdc.nal.usda.gov/food-details/168873/nutrients,,
FC002623,reference,USDA,"Nuts, cashew nuts, oil roasted, without salt added",170572,https://fdc.nal.usda.gov/food-details/170572/nutrients,,
FC002624,reference,USDA,"Beans, kidney, mature seeds, sprouted, cooked, boiled, drained, without salt",168395,https://fdc.nal.usda.gov/food-details/168395/nutrients,,
FC002625,reference,USDA,"Apple juice, frozen concentrate, unsweetened, undiluted, without added ascorbic acid",173934,https://fdc.nal.usda.gov/food-details/173934/nutrients,,
FC002626,reference,USDA,"Fish, salmon, coho, wild, cooked, moist heat",175137,https://fdc.nal.usda.gov/food-details/175137/nutrients,,
FC002627,reference,USDA,"Chickpeas (garbanzo beans, bengal gram), mature seeds, cooked, boiled, without salt",173757,https://fdc.nal.usda.gov/food-details/173757/nutrients,,
FC002628,reference,USDA,"Wild rice, cooked",168897,https://fdc.nal.usda.gov/food-details/168897/nutrients,,
FC002629,reference,USDA,"Nuts, cashew nuts, raw",170162,https://fdc.nal.usda.gov/food-details/170162/nutrients,,
FC002630,reference,USDA,"Cabbage, chinese (pak-choi), cooked, boiled, drained, with salt",168517,https://fdc.nal.usda.gov/food-details/168517/nutrients,,
FC002631,reference,USDA,"Apples, canned, sweetened, sliced, drained, heated",173930,https://fdc.nal.usda.gov/food-details/173930/nutrients,,
FC002632,reference,USDA,"Fish, sunfish, pumpkin seed, cooked, dry heat",172003,https://fdc.nal.usda.gov/food-details/172003/nutrients,,
FC002633,reference,USDA,"Mung beans, mature seeds, cooked, boiled, with salt",175255,https://fdc.nal.usda.gov/food-details/175255/nutrients,,
FC002634,reference,USDA,"Buckwheat flour, whole-groat",170687,https://fdc.nal.usda.gov/food-details/170687/nutrients,,
FC002635,reference,USDA,"Nuts, coconut cream, canned, sweetened",170171,https://fdc.nal.usda.gov/food-details/170171/nutrients,,
FC002636,reference,USDA,"Cabbage, chinese (pe-tsai), cooked, boiled, drained, with salt",169337,https://fdc.nal.usda.gov/food-details/169337/nutrients,,
FC002637,reference,USDA,"Apples, dehydrated (low moisture), sulfured, stewed",171690,https://fdc.nal.usda.gov/food-details/171690/nutrients,,
FC002638,reference,USDA,"Fish, tuna, fresh, bluefin, cooked, dry heat",173707,https://fdc.nal.usda.gov/food-details/173707/nutrients,,
FC002639,reference,USDA,"Mung beans, mature seeds, cooked, boiled, without salt",174257,https://fdc.nal.usda.gov/food-details/174257/nutrients,,
FC002640,reference,USDA,"Buckwheat groats, roasted, dry",170685,https://fdc.nal.usda.gov/food-details/170685/nutrients,,
FC002641,reference,USDA,"Nuts, coconut cream, raw (liquid expressed from grated meat)",170580,https://fdc.nal.usda.gov/food-details/170580/nutrients,,
FC002642,reference,USDA,"Cabbage, chinese (pe-tsai), cooked, boiled, drained, without salt",169980,https://fdc.nal.usda.gov/food-details/169980/nutrients,,
FC002643,reference,USDA,"Apples, dried, sulfured, stewed, with added sugar",171693,https://fdc.nal.usda.gov/food-details/171693/nutrients,,
FC002644,reference,USDA,"Fish, tuna, yellowfin, fresh, cooked, dry heat",172006,https://fdc.nal.usda.gov/food-details/172006/nutrients,,
FC002645,reference,USDA,"Mungo beans, mature seeds, cooked, boiled, with salt",175256,https://fdc.nal.usda.gov/food-details/175256/nutrients,,
FC002646,reference,USDA,"Corn bran, crude",170289,https://fdc.nal.usda.gov/food-details/170289/nutrients,,
FC002647,reference,USDA,"Nuts, coconut meat, dried (desiccated), creamed",168585,https://fdc.nal.usda.gov/food-details/168585/nutrients,,
FC002648,reference,USDA,"Cabbage, common, cooked, boiled, drained, with salt",168514,https://fdc.nal.usda.gov/food-details/168514/nutrients,,
FC002649,reference,USDA,"Apples, dried, sulfured, stewed, without added sugar",171692,https://fdc.nal.usda.gov/food-details/171692/nutrients,,
FC002650,reference,USDA,"Mollusks, clam, mixed species, cooked, breaded and fried",171974,https://fdc.nal.usda.gov/food-details/171974/nutrients,,
FC002651,reference,USDA,"Mungo beans, mature seeds, cooked, boiled, without salt",172427,https://fdc.nal.usda.gov/food-details/172427/nutrients,,
FC002652,reference,USDA,"Corn flour, whole-grain, blue (harina de maiz morado)",168921,https://fdc.nal.usda.gov/food-details/168921/nutrients,,
FC002653,reference,USDA,"Nuts, coconut meat, dried (desiccated), not sweetened",170170,https://fdc.nal.usda.gov/food-details/170170/nutrients,,
FC002654,reference,USDA,"Cabbage, cooked, boiled, drained, without salt",169976,https://fdc.nal.usda.gov/food-details/169976/nutrients,,
FC002655,reference,USDA,"Apples, raw, golden delicious, with skin",168202,https://fdc.nal.usda.gov/food-details/168202/nutrients,,
FC002656,reference,USDA,"Mollusks, clam, mixed species, cooked, moist heat",171975,https://fdc.nal.usda.gov/food-details/171975/nutrients,,
FC002657,reference,USDA,"Beans, baked, canned, with pork and tomato sauce",173733,https://fdc.nal.usda.gov/food-details/173733/nutrients,,
FC002658,reference,USDA,"Corn flour, yellow, degermed, unenriched",169695,https://fdc.nal.usda.gov/food-details/169695/nutrients,,
FC002659,reference,USDA,"Nuts, coconut meat, dried (desiccated), sweetened, flaked, canned",170578,https://fdc.nal.usda.gov/food-details/170578/nutrients,,
FC002660,reference,USDA,"Cabbage, napa, cooked",168572,https://fdc.nal.usda.gov/food-details/168572/nutrients,,
FC002661,reference,USDA,"Apples, raw, without skin",171689,https://fdc.nal.usda.gov/food-details/171689/nutrients,,
FC002662,reference,USDA,"Mollusks, mussel, blue, cooked, moist heat",174217,https://fdc.nal.usda.gov/food-details/174217/nutrients,,
FC002663,reference,USDA,"Beans, kidney, all types, mature seeds, canned",173741,https://fdc.nal.usda.gov/food-details/173741/nutrients,,
FC002664,reference,USDA,"Corn grain, white",168920,https://fdc.nal.usda.gov/food-details/168920/nutrients,,
FC002665,reference,USDA,"Nuts, coconut meat, dried (desiccated), sweetened, flaked, packaged",170577,https://fdc.nal.usda.gov/food-details/170577/nutrients,,
FC002666,reference,USDA,"Cabbage, red, cooked, boiled, drained, with salt",168515,https://fdc.nal.usda.gov/food-details/168515/nutrients,,
FC002667,reference,USDA,"Applesauce, canned, sweetened, with salt",167773,https://fdc.nal.usda.gov/food-details/167773/nutrients,,
FC002668,reference,USDA,"Mollusks, octopus, common, cooked, moist heat",174249,https://fdc.nal.usda.gov/food-details/174249/nutrients,,
FC002669,reference,USDA,"Beans, kidney, all types, mature seeds, raw",175193,https://fdc.nal.usda.gov/food-details/175193/nutrients,,
FC002670,reference,USDA,"Corn grain, yellow",170288,https://fdc.nal.usda.gov/food-details/170288/nutrients,,
FC002671,reference,USDA,"Nuts, coconut meat, dried (desiccated), sweetened, shredded",168586,https://fdc.nal.usda.gov/food-details/168586/nutrients,,
FC002672,reference,USDA,"Cabbage, red, cooked, boiled, drained, without salt",169978,https://fdc.nal.usda.gov/food-details/169978/nutrients,,
FC002673,reference,USDA,"Applesauce, canned, sweetened, without salt",171696,https://fdc.nal.usda.gov/food-details/171696/nutrients,,
FC002674,reference,USDA,"Mollusks, oyster, Pacific, cooked, moist heat",174250,https://fdc.nal.usda.gov/food-details/174250/nutrients,,
FC002675,reference,USDA,"Beans, kidney, california red, mature seeds, raw",173742,https://fdc.nal.usda.gov/food-details/173742/nutrients,,
FC002676,reference,USDA,"Cornmeal, degermed, enriched, white",168922,https://fdc.nal.usda.gov/food-details/168922/nutrients,,
FC002677,reference,USDA,"Nuts, coconut meat, dried (desiccated), toasted",170579,https://fdc.nal.usda.gov/food-details/170579/nutrients,,
FC002678,reference,USDA,"Cabbage, savoy, cooked, boiled, drained, with salt",168516,https://fdc.nal.usda.gov/food-details/168516/nutrients,,
FC002679,reference,USDA,"Applesauce, canned, unsweetened, with added ascorbic acid",167772,https://fdc.nal.usda.gov/food-details/167772/nutrients,,
FC002680,reference,USDA,"Mollusks, oyster, eastern, cooked, breaded and fried",171979,https://fdc.nal.usda.gov/food-details/171979/nutrients,,
FC002681,reference,USDA,"Beans, kidney, red, mature seeds, canned, drained solids",174285,https://fdc.nal.usda.gov/food-details/174285/nutrients,,
FC002682,reference,USDA,"Cornmeal, degermed, enriched, yellow",168867,https://fdc.nal.usda.gov/food-details/168867/nutrients,,
FC002683,reference,USDA,"Nuts, coconut meat, raw",170169,https://fdc.nal.usda.gov/food-details/170169/nutrients,,
FC002684,reference,USDA,"Cabbage, savoy, cooked, boiled, drained, without salt",170389,https://fdc.nal.usda.gov/food-details/170389/nutrients,,
FC002685,reference,USDA,"Bananas, dehydrated, or banana powder",173945,https://fdc.nal.usda.gov/food-details/173945/nutrients,,
FC002686,reference,USDA,"Mollusks, oyster, eastern, farmed, cooked, dry heat",175173,https://fdc.nal.usda.gov/food-details/175173/nutrients,,
FC002687,reference,USDA,"Beans, kidney, red, mature seeds, canned, drained solids, rinsed in tap water",175243,https://fdc.nal.usda.gov/food-details/175243/nutrients,,
FC002688,reference,USDA,"Cornmeal, degermed, unenriched, white",172015,https://fdc.nal.usda.gov/food-details/172015/nutrients,,
FC002689,reference,USDA,"Nuts, coconut milk, frozen (liquid expressed from grated meat and water)",169409,https://fdc.nal.usda.gov/food-details/169409/nutrients,,
FC002690,reference,USDA,"Carrots, cooked, boiled, drained, with salt",169339,https://fdc.nal.usda.gov/food-details/169339/nutrients,,
FC002691,reference,USDA,"Bananas, raw",173944,https://fdc.nal.usda.gov/food-details/173944/nutrients,,
FC002692,reference,USDA,"Mollusks, oyster, eastern, wild, cooked, dry heat",175171,https://fdc.nal.usda.gov/food-details/175171/nutrients,,
FC002693,reference,USDA,"Beans, kidney, red, mature seeds, canned, solids and liquid, low sodium",175245,https://fdc.nal.usda.gov/food-details/175245/nutrients,,
FC002694,reference,USDA,"Cornmeal, degermed, unenriched, yellow",168929,https://fdc.nal.usda.gov/food-details/168929/nutrients,,
FC002695,reference,USDA,"Nuts, coconut water (liquid from coconuts)",170174,https://fdc.nal.usda.gov/food-details/170174/nutrients,,
FC002696,reference,USDA,"Carrots, cooked, boiled, drained, without salt",170394,https://fdc.nal.usda.gov/food-details/170394/nutrients,,
FC002697,reference,USDA,"Crabapples, raw",171721,https://fdc.nal.usda.gov/food-details/171721/nutrients,,
FC002698,reference,USDA,"Mollusks, oyster, eastern, wild, cooked, moist heat",171980,https://fdc.nal.usda.gov/food-details/171980/nutrients,,
FC002699,reference,USDA,"Beans, kidney, red, mature seeds, canned, solids and liquids",175195,https://fdc.nal.usda.gov/food-details/175195/nutrients,,
FC002700,reference,USDA,"Cornmeal, white, self-rising, bolted, plain, enriched",168923,https://fdc.nal.usda.gov/food-details/168923/nutrients,,
FC002701,reference,USDA,"Nuts, mixed nuts, dry roasted, with peanuts, with salt added",168599,https://fdc.nal.usda.gov/food-details/168599/nutrients,,
FC002702,reference,USDA,"Cauliflower, cooked, boiled, drained, with salt",168520,https://fdc.nal.usda.gov/food-details/168520/nutrients,,
FC002703,reference,USDA,"Cranberry-orange relish, canned",173962,https://fdc.nal.usda.gov/food-details/173962/nutrients,,
FC002704,reference,USDA,"Mollusks, squid, mixed species, cooked, fried",171982,https://fdc.nal.usda.gov/food-details/171982/nutrients,,
FC002705,reference,USDA,"Beans, kidney, red, mature seeds, raw",173744,https://fdc.nal.usda.gov/food-details/173744/nutrients,,
FC002706,reference,USDA,"Cornmeal, white, self-rising, bolted, with wheat flour added, enriched",168924,https://fdc.nal.usda.gov/food-details/168924/nutrients,,
FC002707,reference,USDA,"Nuts, mixed nuts, dry roasted, with peanuts, without salt added",170585,https://fdc.nal.usda.gov/food-details/170585/nutrients,,
FC002708,reference,USDA,"Cauliflower, cooked, boiled, drained, without salt",170397,https://fdc.nal.usda.gov/food-details/170397/nutrients,,
FC002709,reference,USDA,"Custard-apple, (bullock's-heart), raw",171725,https://fdc.nal.usda.gov/food-details/171725/nutrients,,
FC002710,reference,USDA,"Salmon nuggets, cooked as purchased, unheated",173722,https://fdc.nal.usda.gov/food-details/173722/nutrients,,
FC002711,reference,USDA,"Beans, kidney, royal red, mature seeds, raw",175196,https://fdc.nal.usda.gov/food-details/175196/nutrients,,
FC002712,reference,USDA,"Cornmeal, white, self-rising, degermed, enriched",168925,https://fdc.nal.usda.gov/food-details/168925/nutrients,,
FC002713,reference,USDA,"Nuts, mixed nuts, oil roasted, with peanuts, lightly salted",169427,https://fdc.nal.usda.gov/food-details/169427/nutrients,,
FC002714,reference,USDA,"Cauliflower, green, cooked, no salt added",169390,https://fdc.nal.usda.gov/food-details/169390/nutrients,,
FC002715,reference,USDA,"Durian, raw or frozen",168192,https://fdc.nal.usda.gov/food-details/168192/nutrients,,
FC002716,reference,USDA,"Crustaceans, crab, alaska king, imitation, made from surimi",174203,https://fdc.nal.usda.gov/food-details/174203/nutrients,,
FC002717,reference,USDA,"Beans, liquid from stewed kidney beans",169885,https://fdc.nal.usda.gov/food-details/169885/nutrients,,
FC002718,reference,USDA,"Cornmeal, yellow, self-rising, bolted, plain, enriched",168868,https://fdc.nal.usda.gov/food-details/168868/nutrients,,
FC002719,reference,USDA,"Nuts, mixed nuts, oil roasted, with peanuts, with salt added",168600,https://fdc.nal.usda.gov/food-details/168600/nutrients,,
FC002720,regional,Ilocos,"Poqui-poqui, eggplant and egg (Ilocos) (estimate)",EST_REGIONAL_20260918_001_V1,https://app.philippines.travel/articles/intro-to-ilocos-norte,EST_REGIONAL_20260918_001_V1,491
FC002721,regional,Ilocos,"Dinengdeng, mixed vegetables with grilled milkfish (Ilocos) (estimate)",EST_REGIONAL_20260918_002_V1,https://app.philippines.travel/articles/intro-to-ilocos-norte,EST_REGIONAL_20260918_002_V1,805
FC002722,regional,Ilocos,Bagnet with tomato and fish-paste relish (Ilocos) (estimate),EST_REGIONAL_20260918_003_V1,https://app.philippines.travel/articles/intro-to-ilocos-norte,EST_REGIONAL_20260918_003_V1,287
FC002723,regional,Cagayan Valley,"Pancit batil patung, beef-proxy noodles with egg and broth (Cagayan Valley) (estimate)",EST_REGIONAL_20260918_004_V1,https://www.tourism.gov.ph/article/all-the-must-try-food-when-in-region-2/,EST_REGIONAL_20260918_004_V1,660
FC002724,regional,Cagayan Valley,"Pancit Cabagan, pork noodles with egg and sauce (Cagayan Valley) (estimate)",EST_REGIONAL_20260918_005_V1,https://mirror.pia.gov.ph/features/2023/07/21/pansit-batil-patung-remembering-how-it-all-began,EST_REGIONAL_20260918_005_V1,655
FC002725,regional,Cagayan Valley,"Sinanta, mixed-noodle seafood soup (Cagayan Valley) (estimate)",EST_REGIONAL_20260918_006_V1,https://www.tourism.gov.ph/article/all-the-must-try-food-when-in-region-2/,EST_REGIONAL_20260918_006_V1,770
FC002726,regional,Cagayan Valley,"Patupat, sticky rice with sugarcane reduction (Cagayan Valley) (estimate)",EST_REGIONAL_20260918_007_V1,https://www.tourism.gov.ph/article/all-the-must-try-food-when-in-region-2/,EST_REGIONAL_20260918_007_V1,355
FC002727,regional,Iloilo and Negros,"La Paz batchoy, pork-liver noodles and cracklings (Iloilo and Negros) (estimate)",EST_REGIONAL_20260918_008_V1,https://pia.gov.ph/features/culinary-gem-iloilo-the-city-of-love-and-gastronomy/,EST_REGIONAL_20260918_008_V1,618
FC002728,regional,Iloilo and Negros,"Pancit Molo, pork-shrimp dumpling soup (Iloilo and Negros) (estimate)",EST_REGIONAL_20260918_009_V1,https://pia.gov.ph/features/culinary-gem-iloilo-the-city-of-love-and-gastronomy/,EST_REGIONAL_20260918_009_V1,627
FC002729,regional,Iloilo and Negros,"KBL, kadyos baboy langka soup (Iloilo and Negros) (estimate)",EST_REGIONAL_20260918_010_V1,https://pia.gov.ph/features/culinary-gem-iloilo-the-city-of-love-and-gastronomy/,EST_REGIONAL_20260918_010_V1,917
FC002730,regional,Iloilo and Negros,"Kansi, beef-shank and young-jackfruit soup (Iloilo and Negros) (estimate)",EST_REGIONAL_20260918_011_V1,https://pia.gov.ph/features/culinary-gem-iloilo-the-city-of-love-and-gastronomy/,EST_REGIONAL_20260918_011_V1,893
FC002731,regional,Bicol,"Pinangat, taro-leaf parcels with pork (Bicol) (estimate)",EST_REGIONAL_20260918_012_V1,https://www.tourism.gov.ph/article/eating-through-region-5-a-taste-of-bicol-s-distinctive-cuisine-0/,EST_REGIONAL_20260918_012_V1,502
FC002732,regional,Bicol,"Pinangat, taro-leaf parcels with fish (Bicol) (estimate)",EST_REGIONAL_20260918_013_V1,https://www.tourism.gov.ph/article/eating-through-region-5-a-taste-of-bicol-s-distinctive-cuisine-0/,EST_REGIONAL_20260918_013_V1,502
FC002733,regional,Bicol,"Kinalas, beef noodle soup with heart proxy (Bicol) (estimate)",EST_REGIONAL_20260918_014_V1,https://www.tourism.gov.ph/article/eating-through-region-5-a-taste-of-bicol-s-distinctive-cuisine-0/,EST_REGIONAL_20260918_014_V1,693
FC002734,regional,Bicol,"Sinantolan, santol and coconut milk (Bicol) (estimate)",EST_REGIONAL_20260918_015_V1,https://www.tourism.gov.ph/article/eating-through-region-5-a-taste-of-bicol-s-distinctive-cuisine-0/,EST_REGIONAL_20260918_015_V1,404
FC002735,regional,Bicol,"Kinunot, tuna and malunggay variant (Bicol) (estimate)",EST_REGIONAL_20260918_016_V1,https://www.tourism.gov.ph/article/eating-through-region-5-a-taste-of-bicol-s-distinctive-cuisine-0/,EST_REGIONAL_20260918_016_V1,427
FC002736,regional,Bicol,"Kinaluko, taro with coconut milk (Bicol) (estimate)",EST_REGIONAL_20260918_017_V1,https://www.tourism.gov.ph/article/eating-through-region-5-a-taste-of-bicol-s-distinctive-cuisine-0/,EST_REGIONAL_20260918_017_V1,351
FC002737,regional,Bicol,"Catandungan latik, rice cake with coconut-sugar topping (Bicol) (estimate)",EST_REGIONAL_20260918_018_V1,https://www.tourism.gov.ph/article/eating-through-region-5-a-taste-of-bicol-s-distinctive-cuisine-0/,EST_REGIONAL_20260918_018_V1,360
FC002738,regional,Bicol,"Pili ice cream, generic dairy variant (Bicol) (estimate)",EST_REGIONAL_20260918_019_V1,https://www.tourism.gov.ph/article/eating-through-region-5-a-taste-of-bicol-s-distinctive-cuisine-0/,EST_REGIONAL_20260918_019_V1,170
FC002739,regional,Mindanao,"Pastil, rice with chicken kagikit (Mindanao) (estimate)",EST_REGIONAL_20260918_020_V1,https://www.tourism.gov.ph/article/taste-the-philippines-through-its-halal-food-and-heritage-destinations/,EST_REGIONAL_20260918_020_V1,337
FC002740,regional,Mindanao,"Pastil, rice with fish kagikit (Mindanao) (estimate)",EST_REGIONAL_20260918_021_V1,https://www.tourism.gov.ph/article/taste-the-philippines-through-its-halal-food-and-heritage-destinations/,EST_REGIONAL_20260918_021_V1,337
FC002741,regional,Mindanao,"Pastil, rice with beef kagikit (Mindanao) (estimate)",EST_REGIONAL_20260918_022_V1,https://www.tourism.gov.ph/article/taste-the-philippines-through-its-halal-food-and-heritage-destinations/,EST_REGIONAL_20260918_022_V1,337
FC002742,regional,Mindanao,"Piaparan a manok, chicken-coconut mixture (Mindanao) (estimate)",EST_REGIONAL_20260918_023_V1,https://www.tourism.gov.ph/article/taste-the-philippines-through-its-halal-food-and-heritage-destinations/,EST_REGIONAL_20260918_023_V1,453
FC002743,regional,Mindanao,"Linigid na manok, chicken in coconut milk (Mindanao) (estimate)",EST_REGIONAL_20260918_024_V1,https://www.tourism.gov.ph/article/taste-the-philippines-through-its-halal-food-and-heritage-destinations/,EST_REGIONAL_20260918_024_V1,546
