date,food_id,field,old_value,new_value,reason,source_url
2026-09-16,FC000251,verification_notes,,Checked against retained official FNRI HTML snapshot and independently parsed nutrient labels. 2026-09-16-expand-500/02-vegetables.,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3305
2026-09-16,FC000252,food_id,,FC000252,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3315
2026-09-16,FC000252,name,,"Cabbage, green, boiled",Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3315
2026-09-16,FC000252,aliases,,"Repolyo, berde, nilaga",Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3315
2026-09-16,FC000252,category,,Vegetables,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3315
2026-09-16,FC000252,basis,,per 100 g edible portion,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3315
2026-09-16,FC000252,kcal_100g,,23,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3315
2026-09-16,FC000252,protein_g_100g,,0.6,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3315
2026-09-16,FC000252,carbs_g_100g,,5.0,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3315
2026-09-16,FC000252,fat_g_100g,,0.1,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3315
2026-09-16,FC000252,fiber_g_100g,,1.5,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3315
2026-09-16,FC000252,sugar_g_100g,,2.3,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3315
2026-09-16,FC000252,sodium_mg_100g,,6,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3315
2026-09-16,FC000252,cholesterol_mg_100g,,0,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3315
2026-09-16,FC000252,source_name,,DOST-FNRI PhilFCT,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3315
2026-09-16,FC000252,source_food_id,,D036,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3315
2026-09-16,FC000252,source_url,,https://i.fnri.dost.gov.ph/fct/library/report/3315,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3315
2026-09-16,FC000252,data_status,,VERIFIED_FNRI,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3315
2026-09-16,FC000252,notes,,"Blank nutrients are unknown, not zero. Use the exact preparation, edible part and formulation in the source description.",Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3315
2026-09-16,FC000252,active,,True,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3315
2026-09-16,FC000252,verification_date,,2026-09-16,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3315
2026-09-16,FC000252,source_food_name,,"Cabbage, green, boiled",Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3315
2026-09-16,FC000252,edible_portion_pct,,100,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3315
2026-09-16,FC000252,verification_notes,,Checked against retained official FNRI HTML snapshot and independently parsed nutrient labels. 2026-09-16-expand-500/02-vegetables.,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3315
2026-09-16,FC000253,food_id,,FC000253,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3325
2026-09-16,FC000253,name,,"Cauliflower, boiled",Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3325
2026-09-16,FC000253,category,,Vegetables,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3325
2026-09-16,FC000253,basis,,per 100 g edible portion,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3325
2026-09-16,FC000253,kcal_100g,,27,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3325
2026-09-16,FC000253,protein_g_100g,,1.5,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3325
2026-09-16,FC000253,carbs_g_100g,,4.8,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3325
2026-09-16,FC000253,fat_g_100g,,0.2,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3325
2026-09-16,FC000253,fiber_g_100g,,2.3,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3325
2026-09-16,FC000253,sugar_g_100g,,2.1,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3325
2026-09-16,FC000253,sodium_mg_100g,,12,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3325
2026-09-16,FC000253,cholesterol_mg_100g,,0,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3325
2026-09-16,FC000253,source_name,,DOST-FNRI PhilFCT,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3325
2026-09-16,FC000253,source_food_id,,D046,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3325
2026-09-16,FC000253,source_url,,https://i.fnri.dost.gov.ph/fct/library/report/3325,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3325
2026-09-16,FC000253,data_status,,VERIFIED_FNRI,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3325
2026-09-16,FC000253,notes,,"Blank nutrients are unknown, not zero. Use the exact preparation, edible part and formulation in the source description.",Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3325
2026-09-16,FC000253,active,,True,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3325
2026-09-16,FC000253,verification_date,,2026-09-16,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3325
2026-09-16,FC000253,source_food_name,,"Cauliflower, boiled",Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3325
2026-09-16,FC000253,edible_portion_pct,,100,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3325
2026-09-16,FC000253,verification_notes,,Checked against retained official FNRI HTML snapshot and independently parsed nutrient labels. 2026-09-16-expand-500/02-vegetables.,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3325
2026-09-16,FC000254,food_id,,FC000254,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3330
2026-09-16,FC000254,name,,"Chayote fruit, boiled",Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3330
2026-09-16,FC000254,aliases,,"Sayote bunga, nilaga/Vegetable pear fruit, boiled",Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3330
2026-09-16,FC000254,category,,Vegetables,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3330
2026-09-16,FC000254,basis,,per 100 g edible portion,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3330
2026-09-16,FC000254,kcal_100g,,16,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3330
2026-09-16,FC000254,protein_g_100g,,0.3,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3330
2026-09-16,FC000254,carbs_g_100g,,3.5,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3330
2026-09-16,FC000254,fat_g_100g,,0.1,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3330
2026-09-16,FC000254,fiber_g_100g,,0.4,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3330
2026-09-16,FC000254,sugar_g_100g,,1.7,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3330
2026-09-16,FC000254,sodium_mg_100g,,5,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3330
2026-09-16,FC000254,cholesterol_mg_100g,,0,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3330
2026-09-16,FC000254,source_name,,DOST-FNRI PhilFCT,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3330
2026-09-16,FC000254,source_food_id,,D051,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3330
2026-09-16,FC000254,source_url,,https://i.fnri.dost.gov.ph/fct/library/report/3330,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3330
2026-09-16,FC000254,data_status,,VERIFIED_FNRI,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3330
2026-09-16,FC000254,notes,,"Blank nutrients are unknown, not zero. Use the exact preparation, edible part and formulation in the source description.",Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3330
2026-09-16,FC000254,active,,True,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3330
2026-09-16,FC000254,verification_date,,2026-09-16,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3330
2026-09-16,FC000254,source_food_name,,"Chayote fruit, boiled",Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3330
2026-09-16,FC000254,edible_portion_pct,,100,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3330
2026-09-16,FC000254,verification_notes,,Checked against retained official FNRI HTML snapshot and independently parsed nutrient labels. 2026-09-16-expand-500/02-vegetables.,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3330
2026-09-16,FC000255,food_id,,FC000255,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3334
2026-09-16,FC000255,name,,"Chinese cabbage, boiled",Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3334
2026-09-16,FC000255,aliases,,"Pechay Baguio, nilaga/Napa cabbage, boiled",Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3334
2026-09-16,FC000255,category,,Vegetables,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3334
2026-09-16,FC000255,basis,,per 100 g edible portion,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3334
2026-09-16,FC000255,kcal_100g,,15,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3334
2026-09-16,FC000255,protein_g_100g,,1.0,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3334
2026-09-16,FC000255,carbs_g_100g,,2.4,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3334
2026-09-16,FC000255,fat_g_100g,,0.1,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3334
2026-09-16,FC000255,fiber_g_100g,,1.4,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3334
2026-09-16,FC000255,sugar_g_100g,,1.0,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3334
2026-09-16,FC000255,sodium_mg_100g,,7,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3334
2026-09-16,FC000255,cholesterol_mg_100g,,0,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3334
2026-09-16,FC000255,source_name,,DOST-FNRI PhilFCT,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3334
2026-09-16,FC000255,source_food_id,,D055,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3334
2026-09-16,FC000255,source_url,,https://i.fnri.dost.gov.ph/fct/library/report/3334,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3334
2026-09-16,FC000255,data_status,,VERIFIED_FNRI,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3334
2026-09-16,FC000255,notes,,"Blank nutrients are unknown, not zero. Use the exact preparation, edible part and formulation in the source description.",Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3334
2026-09-16,FC000255,active,,True,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3334
2026-09-16,FC000255,verification_date,,2026-09-16,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3334
2026-09-16,FC000255,source_food_name,,"Chinese cabbage, boiled",Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3334
2026-09-16,FC000255,edible_portion_pct,,100,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3334
2026-09-16,FC000255,verification_notes,,Checked against retained official FNRI HTML snapshot and independently parsed nutrient labels. 2026-09-16-expand-500/02-vegetables.,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3334
2026-09-16,FC000256,food_id,,FC000256,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3353
2026-09-16,FC000256,name,,"Eggplant, boiled",Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3353
2026-09-16,FC000256,aliases,,"Talong, nilaga/Aubergine, boiled",Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3353
2026-09-16,FC000256,category,,Vegetables,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3353
2026-09-16,FC000256,basis,,per 100 g edible portion,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3353
2026-09-16,FC000256,kcal_100g,,25,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3353
2026-09-16,FC000256,protein_g_100g,,1.0,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3353
2026-09-16,FC000256,carbs_g_100g,,4.9,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3353
2026-09-16,FC000256,fat_g_100g,,0.1,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3353
2026-09-16,FC000256,fiber_g_100g,,1.5,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3353
2026-09-16,FC000256,sugar_g_100g,,2.0,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3353
2026-09-16,FC000256,sodium_mg_100g,,1,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3353
2026-09-16,FC000256,cholesterol_mg_100g,,0,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3353
2026-09-16,FC000256,source_name,,DOST-FNRI PhilFCT,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3353
2026-09-16,FC000256,source_food_id,,D074,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3353
2026-09-16,FC000256,source_url,,https://i.fnri.dost.gov.ph/fct/library/report/3353,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3353
2026-09-16,FC000256,data_status,,VERIFIED_FNRI,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3353
2026-09-16,FC000256,notes,,"Blank nutrients are unknown, not zero. Use the exact preparation, edible part and formulation in the source description.",Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3353
2026-09-16,FC000256,active,,True,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3353
2026-09-16,FC000256,verification_date,,2026-09-16,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3353
2026-09-16,FC000256,source_food_name,,"Eggplant, boiled",Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3353
2026-09-16,FC000256,edible_portion_pct,,100,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3353
2026-09-16,FC000256,verification_notes,,Checked against retained official FNRI HTML snapshot and independently parsed nutrient labels. 2026-09-16-expand-500/02-vegetables.,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3353
2026-09-16,FC000257,food_id,,FC000257,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3374
2026-09-16,FC000257,name,,"Horseradish tree lvs, boiled",Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3374
2026-09-16,FC000257,aliases,,"Malunggay dahon, nilaga/ Drumstick tree lvs, boiled",Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3374
2026-09-16,FC000257,category,,Vegetables,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3374
2026-09-16,FC000257,basis,,per 100 g edible portion,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3374
2026-09-16,FC000257,kcal_100g,,63,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3374
2026-09-16,FC000257,protein_g_100g,,3.1,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3374
2026-09-16,FC000257,carbs_g_100g,,10.6,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3374
2026-09-16,FC000257,fat_g_100g,,0.9,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3374
2026-09-16,FC000257,fiber_g_100g,,1.7,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3374
2026-09-16,FC000257,sugar_g_100g,,0.8,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3374
2026-09-16,FC000257,sodium_mg_100g,,8,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3374
2026-09-16,FC000257,cholesterol_mg_100g,,0,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3374
2026-09-16,FC000257,source_name,,DOST-FNRI PhilFCT,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3374
2026-09-16,FC000257,source_food_id,,D095,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3374
2026-09-16,FC000257,source_url,,https://i.fnri.dost.gov.ph/fct/library/report/3374,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3374
2026-09-16,FC000257,data_status,,VERIFIED_FNRI,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3374
2026-09-16,FC000257,notes,,"Blank nutrients are unknown, not zero. Use the exact preparation, edible part and formulation in the source description.",Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3374
2026-09-16,FC000257,active,,True,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3374
2026-09-16,FC000257,verification_date,,2026-09-16,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3374
2026-09-16,FC000257,source_food_name,,"Horseradish tree lvs, boiled",Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3374
2026-09-16,FC000257,edible_portion_pct,,100,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3374
2026-09-16,FC000257,verification_notes,,Checked against retained official FNRI HTML snapshot and independently parsed nutrient labels. 2026-09-16-expand-500/02-vegetables.,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3374
2026-09-16,FC000258,food_id,,FC000258,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3382
2026-09-16,FC000258,name,,"Hyacinth bean pod, boiled",Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3382
2026-09-16,FC000258,aliases,,"Bataw bunga, nilaga",Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3382
2026-09-16,FC000258,category,,Vegetables,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3382
2026-09-16,FC000258,basis,,per 100 g edible portion,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3382
2026-09-16,FC000258,kcal_100g,,34,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3382
2026-09-16,FC000258,protein_g_100g,,1.3,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3382
2026-09-16,FC000258,carbs_g_100g,,6.9,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3382
2026-09-16,FC000258,fat_g_100g,,0.1,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3382
2026-09-16,FC000258,fiber_g_100g,,3.2,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3382
2026-09-16,FC000258,sugar_g_100g,,2.0,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3382
2026-09-16,FC000258,sodium_mg_100g,,5,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3382
2026-09-16,FC000258,cholesterol_mg_100g,,0,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3382
2026-09-16,FC000258,source_name,,DOST-FNRI PhilFCT,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3382
2026-09-16,FC000258,source_food_id,,D103,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3382
2026-09-16,FC000258,source_url,,https://i.fnri.dost.gov.ph/fct/library/report/3382,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3382
2026-09-16,FC000258,data_status,,VERIFIED_FNRI,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3382
2026-09-16,FC000258,notes,,"Blank nutrients are unknown, not zero. Use the exact preparation, edible part and formulation in the source description.",Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3382
2026-09-16,FC000258,active,,True,Add new distinct FNRI food; 2026-09-16-expand-500/02-vegetables,https://i.fnri.dost.gov.ph/fct/library/report/3382
